Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit
8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.2021;13:31:48;12.05.2021;13:34:04;8;6
8011;40;1338;feed part from magazin;200;12.05.2021;13:34:52;12.05.2021;13:34:54;6;63
8011;50;1338;pressing for time in seconds;110;12.05.2021;13:35:07;12.05.2021;13:35:09;7;14
8011;60;1338;store a part from stopper 2;211;12.05.2021;13:36:52;12.05.2021;13:37:05;5;1126
8011;10;1338;release a defined part on stopper 1;212;12.05.2021;13:17:44;12.05.2021;13:17:56;5;0
8011;20;1338;feed part from magazin;200;12.05.2021;13:18:23;12.05.2021;13:18:25;11;27
8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.2021;13:23:56;12.05.2021;13:25:48;8;6
8011;40;1338;feed part from magazin;200;12.05.2021;13:26:44;12.05.2021;13:26:47;6;63
8011;50;1338;pressing for time in seconds;110;12.05.2021;13:27:02;12.05.2021;13:27:04;7;14
8011;60;1338;store a part from stopper 2;211;12.05.2021;13:28:57;12.05.2021;13:29:08;5;1126
8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.2021;13:51:10;12.05.2021;13:53:33;8;6
8011;40;1339;feed part from magazin;200;12.05.2021;13:54:41;12.05.2021;13:54:43;6;63
8011;50;1339;pressing for time in seconds;110;12.05.2021;13:54:56;12.05.2021;13:54:59;7;14
8011;60;1339;store a part from stopper 2;211;12.05.2021;13:56:33;12.05.2021;13:56:46;5;1126
8011;10;1339;release a defined part on stopper 1;212;12.05.2021;13:39:43;12.05.2021;13:39:57;5;0
8011;20;1339;feed part from magazin;200;12.05.2021;13:40:24;12.05.2021;13:40:26;11;27
8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.2021;13:53:40;12.05.2021;13:55:31;8;6
8011;40;1339;feed part from magazin;200;12.05.2021;13:56:13;12.05.2021;13:56:15;6;63
8011;50;1339;pressing for time in seconds;110;12.05.2021;13:56:30;12.05.2021;13:56:32;7;14
8011;60;1339;store a part from stopper 2;211;12.05.2021;13:58:50;12.05.2021;13:59:03;5;1126
8110;10;1339;release a defined part on stopper 1;212;12.05.2021;13:40:08;12.05.2021;13:40:21;5;0
8110;20;1339;feed part from magazin;200;12.05.2021;13:40:48;12.05.2021;13:40:51;11;27
8110;30;1339;assembly part with defined PCB;300;12.05.2021;13:57:18;12.05.2021;13:58:49;8;6
8110;40;1339;feed part from magazin;200;12.05.2021;13:59:34;12.05.2021;13:59:36;6;63
8110;50;1339;pressing for time in seconds;110;12.05.2021;13:59:49;12.05.2021;13:59:52;7;14
8110;60;1339;store a part from stopper 2;211;12.05.2021;14:01:25;12.05.2021;14:01:38;5;1126
8110;10;1339;release a defined part on stopper 1;212;12.05.2021;13:40:49;12.05.2021;13:41:03;5;0
8110;20;1339;feed part from magazin;200;12.05.2021;13:41:29;12.05.2021;13:41:31;11;27
8110;30;1339;assembly part with defined PCB;300;12.05.2021;13:47:36;12.05.2021;13:49:07;8;6
8110;40;1339;feed part from magazin;200;12.05.2021;13:51:16;12.05.2021;13:51:18;6;63
8110;50;1339;pressing for time in seconds;110;12.05.2021;13:51:37;12.05.2021;13:51:41;7;14
8110;60;1339;store a part from stopper 2;211;12.05.2021;13:54:03;12.05.2021;13:54:16;5;1126
8110;10;1339;release a defined part on stopper 1;212;12.05.2021;13:42:21;12.05.2021;13:42:37;5;0
8110;20;1339;feed part from magazin;200;12.05.2021;13:43:31;12.05.2021;13:43:34;11;27
8110;30;1339;assembly part with defined PCB;300;12.05.2021;13:49:35;12.05.2021;13:51:05;8;6
8110;40;1339;feed part from magazin;200;12.05.2021;13:52:57;12.05.2021;13:52:59;6;63
8110;50;1339;pressing for time in seconds;110;12.05.2021;13:53:20;12.05.2021;13:53:22;7;14
8110;60;1339;store a part from stopper 2;211;12.05.2021;13:55:15;12.05.2021;13:55:28;5;1126
8111;10;1339;release a defined part on stopper 1;212;12.05.2021;13:43:57;12.05.2021;13:44:12;5;0
8111;20;1339;feed part from magazin;200;12.05.2021;13:44:39;12.05.2021;13:44:41;11;27
8111;30;1339;assembly part with defined PCB;300;12.05.2021;13:55:35;12.05.2021;13:57:14;8;6
8111;40;1339;feed part from magazin;200;12.05.2021;13:57:56;12.05.2021;13:57:58;6;63
8111;50;1339;pressing for time in seconds;110;12.05.2021;13:58:11;12.05.2021;13:58:13;7;14
8111;60;1339;store a part from stopper 2;211;12.05.2021;13:59:53;12.05.2021;14:00:05;5;1126
8111;10;1339;release a defined part on stopper 1;212;12.05.2021;13:45:53;12.05.2021;13:46:08;5;0
8111;20;1339;feed part from magazin;200;12.05.2021;13:46:35;12.05.2021;13:46:37;11;27
8111;30;1339;assembly part with defined PCB;300;12.05.2021;13:59:47;12.05.2021;14:01:25;8;6
8111;40;1339;feed part from magazin;200;12.05.2021;14:02:42;12.05.2021;14:02:44;6;63
8111;50;1339;pressing for time in seconds;110;12.05.2021;14:02:59;12.05.2021;14:03:01;7;14
8111;60;1339;store a part from stopper 2;211;12.05.2021;14:12:41;12.05.2021;14:12:55;5;1126
8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:06;12.05.2021;16:49:20;5;0
8010;20;1352;feed part from magazin;200;12.05.2021;16:49:47;12.05.2021;16:49:49;11;27
8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:51:28;12.05.2021;16:53:11;8;6
8010;40;1352;feed part from magazin;200;12.05.2021;16:54:07;12.05.2021;16:54:09;6;63
8010;50;1352;pressing for time in seconds;110;12.05.2021;16:54:22;12.05.2021;16:54:24;7;14
8010;60;1352;store a part from stopper 2;211;12.05.2021;16:55:53;12.05.2021;16:56:06;5;1126
8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:24;12.05.2021;16:49:36;5;0
8010;20;1352;feed part from magazin;200;12.05.2021;16:50:02;12.05.2021;16:50:04;11;27
8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:53:16;12.05.2021;16:54:59;8;6
8010;40;1352;feed part from magazin;200;12.05.2021;16:55:44;12.05.2021;16:55:46;6;63
8010;50;1352;pressing for time in seconds;110;12.05.2021;16:56:04;12.05.2021;16:56:07;7;14
8010;60;1352;store a part from stopper 2;211;12.05.2021;16:57:42;12.05.2021;16:57:53;5;1126
8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:40;12.05.2021;16:49:52;5;0
8010;20;1352;feed part from magazin;200;12.05.2021;16:50:19;12.05.2021;16:50:21;11;27
8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:55:03;12.05.2021;16:56:46;8;6
8010;40;1352;feed part from magazin;200;12.05.2021;16:57:38;12.05.2021;16:57:40;6;63
8010;50;1352;pressing for time in seconds;110;12.05.2021;16:57:53;12.05.2021;16:57:55;7;14
8010;60;1352;store a part from stopper 2;211;12.05.2021;16:59:29;12.05.2021;16:59:41;5;1126
8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:56;12.05.2021;16:50:09;5;0
8010;20;1352;feed part from magazin;200;12.05.2021;16:50:36;12.05.2021;16:50:38;11;27
8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:58:42;12.05.2021;17:00:25;8;6
8010;40;1352;feed part from magazin;200;12.05.2021;17:01:11;12.05.2021;17:01:14;6;63
8010;50;1352;pressing for time in seconds;110;12.05.2021;17:01:38;12.05.2021;17:01:40;7;14
8010;60;1352;store a part from stopper 2;211;12.05.2021;17:03:14;12.05.2021;17:03:26;5;1126
8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:50:13;12.05.2021;16:50:26;5;0
8010;20;1352;feed part from magazin;200;12.05.2021;16:50:54;12.05.2021;16:50:55;11;27
8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:07:58;12.05.2021;17:09:41;8;6
8010;40;1352;feed part from magazin;200;12.05.2021;17:10:41;12.05.2021;17:10:44;6;63
8010;50;1352;pressing for time in seconds;110;12.05.2021;17:11:01;12.05.2021;17:11:03;7;14
8010;60;1352;store a part from stopper 2;211;12.05.2021;17:12:35;12.05.2021;17:12:47;5;1126
8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:06;12.05.2021;16:51:19;5;0
8010;20;1352;feed part from magazin;200;12.05.2021;16:51:47;12.05.2021;16:51:48;11;27
8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:56:54;12.05.2021;16:58:38;8;6
8010;40;1352;feed part from magazin;200;12.05.2021;16:59:28;12.05.2021;16:59:30;6;63
8010;50;1352;pressing for time in seconds;110;12.05.2021;16:59:52;12.05.2021;16:59:54;7;14
8010;60;1352;store a part from stopper 2;211;12.05.2021;17:01:28;12.05.2021;17:01:41;5;1126
8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:23;12.05.2021;16:51:37;5;0
8010;20;1352;feed part from magazin;200;12.05.2021;16:52:04;12.05.2021;16:52:06;11;27
8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:02:35;12.05.2021;17:04:18;8;6
8010;40;1352;feed part from magazin;200;12.05.2021;17:05:01;12.05.2021;17:05:03;6;63
8010;50;1352;pressing for time in seconds;110;12.05.2021;17:05:16;12.05.2021;17:05:19;7;14
8010;60;1352;store a part from stopper 2;211;12.05.2021;17:06:57;12.05.2021;17:07:09;5;1126
8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:41;12.05.2021;16:51:54;5;0
8010;20;1352;feed part from magazin;200;12.05.2021;16:52:22;12.05.2021;16:52:23;11;27
8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:00:48;12.05.2021;17:02:31;8;6
8010;40;1352;feed part from magazin;200;12.05.2021;17:03:23;12.05.2021;17:03:25;6;63
8010;50;1352;pressing for time in seconds;110;12.05.2021;17:03:43;12.05.2021;17:03:45;7;14
8010;60;1352;store a part from stopper 2;211;12.05.2021;17:05:27;12.05.2021;17:05:39;5;1126
8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:58;12.05.2021;16:52:13;5;0
8010;20;1352;feed part from magazin;200;12.05.2021;16:52:40;12.05.2021;16:52:42;11;27
8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:06:10;12.05.2021;17:07:53;8;6
8010;40;1352;feed part from magazin;200;12.05.2021;17:08:38;12.05.2021;17:08:40;6;63
8010;50;1352;pressing for time in seconds;110;12.05.2021;17:08:56;12.05.2021;17:08:58;7;14
8010;60;1352;store a part from stopper 2;211;12.05.2021;17:10:52;12.05.2021;17:11:03;5;1126
8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:52:16;12.05.2021;16:52:31;5;0
8010;20;1352;feed part from magazin;200;12.05.2021;16:52:58;12.05.2021;16:52:59;11;27
8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:04:23;12.05.2021;17:06:05;8;6
8010;40;1352;feed part from magazin;200;12.05.2021;17:06:54;12.05.2021;17:06:56;6;63
8010;50;1352;pressing for time in seconds;110;12.05.2021;17:07:13;12.05.2021;17:07:15;7;14
8010;60;1352;store a part from stopper 2;211;12.05.2021;17:08:55;12.05.2021;17:09:06;5;1126
8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:05:50;12.05.2021;17:06:04;5;0
8011;20;1353;feed part from magazin;200;12.05.2021;17:06:31;12.05.2021;17:06:32;11;27
8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:10:04;12.05.2021;17:11:56;8;6
8011;40;1353;feed part from magazin;200;12.05.2021;17:13:06;12.05.2021;17:13:09;6;63
8011;50;1353;pressing for time in seconds;110;12.05.2021;17:13:36;12.05.2021;17:13:38;7;14
8011;60;1353;store a part from stopper 2;211;12.05.2021;17:15:31;12.05.2021;17:15:43;5;1126
8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:06:30;12.05.2021;17:06:42;5;0
8011;20;1353;feed part from magazin;200;12.05.2021;17:07:09;12.05.2021;17:07:11;11;27
8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:12:00;12.05.2021;17:13:52;8;6
8011;40;1353;feed part from magazin;200;12.05.2021;17:14:48;12.05.2021;17:14:51;6;63
8011;50;1353;pressing for time in seconds;110;12.05.2021;17:15:06;12.05.2021;17:15:08;7;14
8011;60;1353;store a part from stopper 2;211;12.05.2021;17:16:46;12.05.2021;17:16:58;5;1126
8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:07:11;12.05.2021;17:07:24;5;0
8011;20;1353;feed part from magazin;200;12.05.2021;17:07:51;12.05.2021;17:07:53;11;27
8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:22:26;12.05.2021;17:24:18;8;6
8011;40;1353;feed part from magazin;200;12.05.2021;17:25:55;12.05.2021;17:25:57;6;63
8011;50;1353;pressing for time in seconds;110;12.05.2021;17:26:11;12.05.2021;17:26:13;7;14
8011;60;1353;store a part from stopper 2;211;12.05.2021;17:27:31;12.05.2021;17:27:43;5;1126
8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:07:27;12.05.2021;17:07:41;5;0
8011;20;1353;feed part from magazin;200;12.05.2021;17:08:07;12.05.2021;17:08:09;11;27
8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:13:56;12.05.2021;17:15:49;8;6
8011;40;1353;feed part from magazin;200;12.05.2021;17:16:52;12.05.2021;17:16:54;6;63
8011;50;1353;pressing for time in seconds;110;12.05.2021;17:17:12;12.05.2021;17:17:14;7;14
8011;60;1353;store a part from stopper 2;211;12.05.2021;17:18:38;12.05.2021;17:18:52;5;1126
8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:08:24;12.05.2021;17:08:37;5;0
8011;20;1353;feed part from magazin;200;12.05.2021;17:09:05;12.05.2021;17:09:06;11;27
8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:17:52;12.05.2021;17:19:44;8;6
8011;40;1353;feed part from magazin;200;12.05.2021;17:20:46;12.05.2021;17:20:48;6;63
8011;50;1353;pressing for time in seconds;110;12.05.2021;17:21:08;12.05.2021;17:21:10;7;14
8011;60;1353;store a part from stopper 2;211;12.05.2021;17:22:47;12.05.2021;17:23:00;5;1126
8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:09:07;12.05.2021;17:09:20;5;0
8011;20;1353;feed part from magazin;200;12.05.2021;17:09:47;12.05.2021;17:09:49;11;27
8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:15:56;12.05.2021;17:17:48;8;6
8011;40;1353;feed part from magazin;200;12.05.2021;17:18:36;12.05.2021;17:18:39;6;63
8011;50;1353;pressing for time in seconds;110;12.05.2021;17:18:57;12.05.2021;17:18:59;7;14
8011;60;1353;store a part from stopper 2;211;12.05.2021;17:21:08;12.05.2021;17:21:20;5;1126
8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:09:38;12.05.2021;17:09:52;5;0
8011;20;1353;feed part from magazin;200;12.05.2021;17:10:19;12.05.2021;17:10:20;11;27
8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:28:22;12.05.2021;17:30:14;8;6
8011;40;1353;feed part from magazin;200;12.05.2021;17:31:01;12.05.2021;17:31:03;6;63
8011;50;1353;pressing for time in seconds;110;12.05.2021;17:31:18;12.05.2021;17:31:21;7;14
8011;60;1353;store a part from stopper 2;211;12.05.2021;17:33:24;12.05.2021;17:33:36;5;1126
8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:11:04;12.05.2021;17:11:19;5;0
8011;20;1353;feed part from magazin;200;12.05.2021;17:11:45;12.05.2021;17:11:47;11;27
8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:20:07;12.05.2021;17:22:22;8;6
8011;40;1353;feed part from magazin;200;12.05.2021;17:23:26;12.05.2021;17:23:28;6;63
8011;50;1353;pressing for time in seconds;110;12.05.2021;17:23:47;12.05.2021;17:23:49;7;14
8011;60;1353;store a part from stopper 2;211;12.05.2021;17:25:24;12.05.2021;17:25:37;5;1126
8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:13:22;12.05.2021;17:13:38;5;0
8011;20;1353;feed part from magazin;200;12.05.2021;17:14:04;12.05.2021;17:14:06;11;27
8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:26:24;12.05.2021;17:28:17;8;6
8011;40;1353;feed part from magazin;200;12.05.2021;17:29:04;12.05.2021;17:29:06;6;63
8011;50;1353;pressing for time in seconds;110;12.05.2021;17:29:23;12.05.2021;17:29:25;7;14
8011;60;1353;store a part from stopper 2;211;12.05.2021;17:31:02;12.05.2021;17:31:14;5;1126
8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:15:00;12.05.2021;17:15:16;5;0
8011;20;1353;feed part from magazin;200;12.05.2021;17:15:43;12.05.2021;17:15:45;11;27
8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:24:23;12.05.2021;17:26:15;8;6
8011;40;1353;feed part from magazin;200;12.05.2021;17:27:37;12.05.2021;17:27:40;6;63
8011;50;1353;pressing for time in seconds;110;12.05.2021;17:27:55;12.05.2021;17:27:57;7;14
8011;60;1353;store a part from stopper 2;211;12.05.2021;17:29:54;12.05.2021;17:30:06;5;1126
8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:26:12;12.05.2021;17:26:26;5;0
8110;20;1354;feed part from magazin;200;12.05.2021;17:26:53;12.05.2021;17:26:55;11;27
8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:30:36;12.05.2021;17:33:32;8;6
8110;40;1354;feed part from magazin;200;12.05.2021;17:34:21;12.05.2021;17:34:23;6;63
8110;50;1354;pressing for time in seconds;110;12.05.2021;17:34:38;12.05.2021;17:34:40;7;14
8110;60;1354;store a part from stopper 2;211;12.05.2021;17:36:32;12.05.2021;17:36:45;5;1126
8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:26:30;12.05.2021;17:26:42;5;0
8110;20;1354;feed part from magazin;200;12.05.2021;17:27:09;12.05.2021;17:27:11;11;27
8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:33:36;12.05.2021;17:35:07;8;6
8110;40;1354;feed part from magazin;200;12.05.2021;17:35:59;12.05.2021;17:36:01;6;63
8110;50;1354;pressing for time in seconds;110;12.05.2021;17:36:20;12.05.2021;17:36:22;7;14
8110;60;1354;store a part from stopper 2;211;12.05.2021;17:37:49;12.05.2021;17:38:02;5;1126
8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:27:48;12.05.2021;17:28:02;5;0
8110;20;1354;feed part from magazin;200;12.05.2021;17:28:29;12.05.2021;17:28:31;11;27
8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:35:11;12.05.2021;17:36:41;8;6
8110;40;1354;feed part from magazin;200;12.05.2021;17:38:05;12.05.2021;17:38:07;6;63
8110;50;1354;pressing for time in seconds;110;12.05.2021;17:38:28;12.05.2021;17:38:31;7;14
8110;60;1354;store a part from stopper 2;211;12.05.2021;17:40:23;12.05.2021;17:40:36;5;1126
8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:28:05;12.05.2021;17:28:19;5;0
8110;20;1354;feed part from magazin;200;12.05.2021;17:28:46;12.05.2021;17:28:48;11;27
8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:42:26;12.05.2021;17:43:56;8;6
8110;40;1354;feed part from magazin;200;12.05.2021;17:45:24;12.05.2021;17:45:26;6;63
8110;50;1354;pressing for time in seconds;110;12.05.2021;17:45:42;12.05.2021;17:45:44;7;14
8110;60;1354;store a part from stopper 2;211;12.05.2021;17:48:18;12.05.2021;17:48:30;5;1126
8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:28:23;12.05.2021;17:28:36;5;0
8110;20;1354;feed part from magazin;200;12.05.2021;17:29:03;12.05.2021;17:29:05;11;27
8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:44:00;12.05.2021;17:45:32;8;6
8110;40;1354;feed part from magazin;200;12.05.2021;17:46:55;12.05.2021;17:46:57;6;63
8110;50;1354;pressing for time in seconds;110;12.05.2021;17:47:10;12.05.2021;17:47:13;7;14
8110;60;1354;store a part from stopper 2;211;12.05.2021;17:49:20;12.05.2021;17:49:32;5;1126
8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:28:40;12.05.2021;17:28:54;5;0
8110;20;1354;feed part from magazin;200;12.05.2021;17:29:21;12.05.2021;17:29:23;11;27
8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:38:24;12.05.2021;17:39:54;8;6
8110;40;1354;feed part from magazin;200;12.05.2021;17:40:36;12.05.2021;17:40:38;6;63
8110;50;1354;pressing for time in seconds;110;12.05.2021;17:41:00;12.05.2021;17:41:03;7;14
8110;60;1354;store a part from stopper 2;211;12.05.2021;17:42:53;12.05.2021;17:43:06;5;1126
8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:29:16;12.05.2021;17:29:29;5;0
8110;20;1354;feed part from magazin;200;12.05.2021;17:29:57;12.05.2021;17:29:58;11;27
8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:40:13;12.05.2021;17:42:22;8;6
8110;40;1354;feed part from magazin;200;12.05.2021;17:43:38;12.05.2021;17:43:40;6;63
8110;50;1354;pressing for time in seconds;110;12.05.2021;17:43:56;12.05.2021;17:43:58;7;14
8110;60;1354;store a part from stopper 2;211;12.05.2021;17:46:16;12.05.2021;17:46:28;5;1126
8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:31:39;12.05.2021;17:31:54;5;0
8110;20;1354;feed part from magazin;200;12.05.2021;17:32:20;12.05.2021;17:32:22;11;27
8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:36:46;12.05.2021;17:38:17;8;6
8110;40;1354;feed part from magazin;200;12.05.2021;17:39:16;12.05.2021;17:39:18;6;63
8110;50;1354;pressing for time in seconds;110;12.05.2021;17:39:35;12.05.2021;17:39:38;7;14
8110;60;1354;store a part from stopper 2;211;12.05.2021;17:40:55;12.05.2021;17:41:09;5;1126
8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:32:54;12.05.2021;17:33:09;5;0
8110;20;1354;feed part from magazin;200;12.05.2021;17:33:36;12.05.2021;17:33:37;11;27
8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:47:30;12.05.2021;17:49:00;8;6
8110;40;1354;feed part from magazin;200;12.05.2021;17:49:59;12.05.2021;17:50:01;6;63
8110;50;1354;pressing for time in seconds;110;12.05.2021;17:50:21;12.05.2021;17:50:23;7;14
8110;60;1354;store a part from stopper 2;211;12.05.2021;17:51:55;12.05.2021;17:52:07;5;1126
8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:35:17;12.05.2021;17:35:32;5;0
8110;20;1354;feed part from magazin;200;12.05.2021;17:35:59;12.05.2021;17:36:00;11;27
8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:45:36;12.05.2021;17:47:06;8;6
8110;40;1354;feed part from magazin;200;12.05.2021;17:48:17;12.05.2021;17:48:19;6;63
8110;50;1354;pressing for time in seconds;110;12.05.2021;17:48:38;12.05.2021;17:48:40;7;14
8110;60;1354;store a part from stopper 2;211;12.05.2021;17:50:19;12.05.2021;17:50:31;5;1126
8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:45:45;12.05.2021;17:45:59;5;0
8111;20;1355;feed part from magazin;200;12.05.2021;17:46:26;12.05.2021;17:46:28;11;27
8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:49:04;12.05.2021;17:50:44;8;6
8111;40;1355;feed part from magazin;200;12.05.2021;17:51:30;12.05.2021;17:51:32;6;63
8111;50;1355;pressing for time in seconds;110;12.05.2021;17:51:50;12.05.2021;17:51:52;7;14
8111;60;1355;store a part from stopper 2;211;12.05.2021;17:53:24;12.05.2021;17:53:36;5;1126
8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:46:03;12.05.2021;17:46:15;5;0
8111;20;1355;feed part from magazin;200;12.05.2021;17:46:42;12.05.2021;17:46:43;11;27
8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:50:48;12.05.2021;17:52:27;8;6
8111;40;1355;feed part from magazin;200;12.05.2021;17:53:09;12.05.2021;17:53:12;6;63
8111;50;1355;pressing for time in seconds;110;12.05.2021;17:53:25;12.05.2021;17:53:27;7;14
8111;60;1355;store a part from stopper 2;211;12.05.2021;17:55:33;12.05.2021;17:55:45;5;1126
8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:46:29;12.05.2021;17:46:43;5;0
8111;20;1355;feed part from magazin;200;12.05.2021;17:47:10;12.05.2021;17:47:12;11;27
8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:56:16;12.05.2021;17:58:48;8;6
8111;40;1355;feed part from magazin;200;12.05.2021;17:59:30;12.05.2021;17:59:32;6;63
8111;50;1355;pressing for time in seconds;110;12.05.2021;17:59:45;12.05.2021;17:59:48;7;14
8111;60;1355;store a part from stopper 2;211;12.05.2021;18:01:26;12.05.2021;18:01:39;5;1126
8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:46:47;12.05.2021;17:47:00;5;0
8111;20;1355;feed part from magazin;200;12.05.2021;17:47:27;12.05.2021;17:47:28;11;27
8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:52:32;12.05.2021;17:54:12;8;6
8111;40;1355;feed part from magazin;200;12.05.2021;17:54:55;12.05.2021;17:54:57;6;63
8111;50;1355;pressing for time in seconds;110;12.05.2021;17:55:11;12.05.2021;17:55:13;7;14
8111;60;1355;store a part from stopper 2;211;12.05.2021;17:57:02;12.05.2021;17:57:15;5;1126
8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:47:04;12.05.2021;17:47:17;5;0
8111;20;1355;feed part from magazin;200;12.05.2021;17:47:45;12.05.2021;17:47:47;11;27
8111;30;1355;assembly part with defined PCB;300;12.05.2021;18:01:10;12.05.2021;18:02:48;8;6
8111;40;1355;feed part from magazin;200;12.05.2021;18:03:41;12.05.2021;18:03:44;6;63
8111;50;1355;pressing for time in seconds;110;12.05.2021;18:03:59;12.05.2021;18:04:02;7;14
8111;60;1355;store a part from stopper 2;211;12.05.2021;18:05:37;12.05.2021;18:05:50;5;1126
8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:48:37;12.05.2021;17:48:50;5;0
8111;20;1355;feed part from magazin;200;12.05.2021;17:49:17;12.05.2021;17:49:19;11;27
8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:54:16;12.05.2021;17:55:56;8;6
8111;40;1355;feed part from magazin;200;12.05.2021;17:57:00;12.05.2021;17:57:02;6;63
8111;50;1355;pressing for time in seconds;110;12.05.2021;17:57:19;12.05.2021;17:57:23;7;14
8111;60;1355;store a part from stopper 2;211;12.05.2021;17:58:59;12.05.2021;17:59:12;5;1126
8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:50:32;12.05.2021;17:50:47;5;0
8111;20;1355;feed part from magazin;200;12.05.2021;17:51:14;12.05.2021;17:51:16;11;27
8111;30;1355;assembly part with defined PCB;300;12.05.2021;18:03:08;12.05.2021;18:04:46;8;6
8111;40;1355;feed part from magazin;200;12.05.2021;18:05:32;12.05.2021;18:05:34;6;63
8111;50;1355;pressing for time in seconds;110;12.05.2021;18:05:49;12.05.2021;18:05:52;7;14
8111;60;1355;store a part from stopper 2;211;12.05.2021;18:07:39;12.05.2021;18:07:52;5;1126
8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:51:13;12.05.2021;17:51:27;5;0
8111;20;1355;feed part from magazin;200;12.05.2021;17:51:55;12.05.2021;17:51:56;11;27
8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:58:53;12.05.2021;18:01:06;8;6
8111;40;1355;feed part from magazin;200;12.05.2021;18:01:47;12.05.2021;18:01:49;6;63
