;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;werkstueckID
491;491;8011;50;1336;pressing for time in seconds;110;12.05.2021;12:46:50;12.05.2021;12:46:52;7;14;95
492;492;8011;60;1336;store a part from stopper 2;211;12.05.2021;12:48:37;12.05.2021;12:48:49;5;1126;95
493;493;8011;10;1336;release a defined part on stopper 1;212;12.05.2021;12:36:11;12.05.2021;12:36:25;5;0;96
494;494;8011;20;1336;feed part from magazin;200;12.05.2021;12:36:51;12.05.2021;12:36:53;11;27;96
495;495;8011;30;1336;assemble a PCB with fuse left and right ;304;12.05.2021;12:45:29;12.05.2021;12:47:20;8;6;96
496;496;8011;40;1336;feed part from magazin;200;12.05.2021;12:48:13;12.05.2021;12:48:16;6;63;96
497;497;8011;50;1336;pressing for time in seconds;110;12.05.2021;12:48:35;12.05.2021;12:48:38;7;14;96
498;498;8011;60;1336;store a part from stopper 2;211;12.05.2021;12:50:30;12.05.2021;12:50:45;5;1126;96
499;499;8010;20;1337;feed part from magazin;200;12.05.2021;13:01:35;12.05.2021;13:01:37;11;27;error
500;500;8010;30;1337;assemble a PCB with one fuse left;302;12.05.2021;13:08:09;12.05.2021;13:09:52;8;6;error
501;501;8010;40;1337;feed part from magazin;200;12.05.2021;13:11:19;12.05.2021;13:11:21;6;63;error
502;502;8010;50;1337;pressing for time in seconds;110;12.05.2021;13:11:39;12.05.2021;13:11:41;7;14;error
503;503;8010;60;1337;store a part from stopper 2;211;12.05.2021;13:13:47;12.05.2021;13:13:59;5;1126;error
504;504;8010;10;1337;release a defined part on stopper 1;212;12.05.2021;13:01:12;12.05.2021;13:01:26;5;0;98
505;505;8010;20;1337;feed part from magazin;200;12.05.2021;13:01:53;12.05.2021;13:01:55;11;27;98
506;506;8010;30;1337;assemble a PCB with one fuse left;302;12.05.2021;13:18:27;12.05.2021;13:20:10;8;6;98
507;507;8010;40;1337;feed part from magazin;200;12.05.2021;13:20:54;12.05.2021;13:20:56;6;63;98
508;508;8010;50;1337;pressing for time in seconds;110;12.05.2021;13:21:09;12.05.2021;13:21:15;7;14;98
509;509;8010;60;1337;store a part from stopper 2;211;12.05.2021;13:22:37;12.05.2021;13:22:49;5;1126;98
510;510;8111;10;1337;release a defined part on stopper 1;212;12.05.2021;13:01:30;12.05.2021;13:01:43;5;0;99
511;511;8111;20;1337;feed part from magazin;200;12.05.2021;13:02:10;12.05.2021;13:02:12;11;27;99
512;512;8111;30;1337;assembly part with defined PCB;300;12.05.2021;13:16:43;12.05.2021;13:18:22;8;6;99
513;513;8111;40;1337;feed part from magazin;200;12.05.2021;13:19:16;12.05.2021;13:19:19;6;63;99
514;514;8111;50;1337;pressing for time in seconds;110;12.05.2021;13:19:34;12.05.2021;13:19:36;7;14;99
515;515;8111;60;1337;store a part from stopper 2;211;12.05.2021;13:21:10;12.05.2021;13:21:21;5;1126;99
516;516;8111;10;1337;release a defined part on stopper 1;212;12.05.2021;13:01:47;12.05.2021;13:02:01;5;0;100
517;517;8111;20;1337;feed part from magazin;200;12.05.2021;13:02:27;12.05.2021;13:02:30;11;27;100
518;518;8111;30;1337;assembly part with defined PCB;300;12.05.2021;13:20:14;12.05.2021;13:21:53;8;6;100
519;519;8111;40;1337;feed part from magazin;200;12.05.2021;13:23:22;12.05.2021;13:23:24;6;63;100
520;520;8111;50;1337;pressing for time in seconds;110;12.05.2021;13:23:45;12.05.2021;13:23:56;7;14;100
521;521;8111;60;1337;store a part from stopper 2;211;12.05.2021;13:25:31;12.05.2021;13:25:44;5;1126;100
522;522;8111;10;1337;release a defined part on stopper 1;212;12.05.2021;13:02:10;12.05.2021;13:02:24;5;0;101
523;523;8111;20;1337;feed part from magazin;200;12.05.2021;13:02:51;12.05.2021;13:02:53;11;27;101
524;524;8111;30;1337;assembly part with defined PCB;300;12.05.2021;13:09:56;12.05.2021;13:11:36;8;6;101
525;525;8111;40;1337;feed part from magazin;200;12.05.2021;13:12:41;12.05.2021;13:12:43;6;63;101
526;526;8111;50;1337;pressing for time in seconds;110;12.05.2021;13:12:57;12.05.2021;13:12:59;7;14;101
527;527;8111;60;1337;store a part from stopper 2;211;12.05.2021;13:14:20;12.05.2021;13:14:34;5;1126;101
528;528;8111;10;1337;release a defined part on stopper 1;212;12.05.2021;13:04:46;12.05.2021;13:05:01;5;0;102
529;529;8111;20;1337;feed part from magazin;200;12.05.2021;13:05:27;12.05.2021;13:05:29;11;27;102
530;530;8111;30;1337;assembly part with defined PCB;300;12.05.2021;13:13:52;12.05.2021;13:15:31;8;6;102
531;531;8111;40;1337;feed part from magazin;200;12.05.2021;13:17:17;12.05.2021;13:17:19;6;63;102
532;532;8111;50;1337;pressing for time in seconds;110;12.05.2021;13:17:33;12.05.2021;13:17:35;7;14;102
533;533;8111;60;1337;store a part from stopper 2;211;12.05.2021;13:19:15;12.05.2021;13:19:27;5;1126;102
534;534;8111;10;1337;release a defined part on stopper 1;212;12.05.2021;13:05:31;12.05.2021;13:05:45;5;0;103
535;535;8111;20;1337;feed part from magazin;200;12.05.2021;13:06:13;12.05.2021;13:06:15;11;27;103
536;536;8111;30;1337;assembly part with defined PCB;300;12.05.2021;13:11:41;12.05.2021;13:13:48;8;6;103
537;537;8111;40;1337;feed part from magazin;200;12.05.2021;13:15:06;12.05.2021;13:15:08;6;63;103
538;538;8111;50;1337;pressing for time in seconds;110;12.05.2021;13:15:25;12.05.2021;13:15:28;7;14;103
539;539;8111;60;1337;store a part from stopper 2;211;12.05.2021;13:17:05;12.05.2021;13:17:18;5;1126;103
540;540;8011;10;1338;release a defined part on stopper 1;212;12.05.2021;13:16:06;12.05.2021;13:16:19;5;0;error
541;541;8110;50;1338;pressing for time in seconds;110;12.05.2021;13:41:43;12.05.2021;13:41:45;7;14;error
542;542;8110;60;1338;store a part from stopper 2;211;12.05.2021;13:43:39;12.05.2021;13:43:51;5;1126;error
543;543;8011;20;1338;feed part from magazin;200;12.05.2021;13:16:46;12.05.2021;13:16:48;11;27;error
544;544;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.2021;13:21:58;12.05.2021;13:23:50;8;6;error
545;545;8011;40;1338;feed part from magazin;200;12.05.2021;13:24:41;12.05.2021;13:24:44;6;63;error
546;546;8011;50;1338;pressing for time in seconds;110;12.05.2021;13:24:59;12.05.2021;13:25:01;7;14;error
547;547;8011;60;1338;store a part from stopper 2;211;12.05.2021;13:26:34;12.05.2021;13:26:45;5;1126;error
548;548;8011;10;1338;release a defined part on stopper 1;212;12.05.2021;13:17:28;12.05.2021;13:17:40;5;0;107
549;549;8011;20;1338;feed part from magazin;200;12.05.2021;13:18:07;12.05.2021;13:18:10;11;27;107
550;550;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.2021;13:31:48;12.05.2021;13:34:04;8;6;107
551;551;8011;40;1338;feed part from magazin;200;12.05.2021;13:34:52;12.05.2021;13:34:54;6;63;107
552;552;8011;50;1338;pressing for time in seconds;110;12.05.2021;13:35:07;12.05.2021;13:35:09;7;14;107
553;553;8011;60;1338;store a part from stopper 2;211;12.05.2021;13:36:52;12.05.2021;13:37:05;5;1126;107
554;554;8011;10;1338;release a defined part on stopper 1;212;12.05.2021;13:17:44;12.05.2021;13:17:56;5;0;108
555;555;8011;20;1338;feed part from magazin;200;12.05.2021;13:18:23;12.05.2021;13:18:25;11;27;108
556;556;8011;30;1338;assemble a PCB with fuse left and right ;304;12.05.2021;13:23:56;12.05.2021;13:25:48;8;6;108
557;557;8011;40;1338;feed part from magazin;200;12.05.2021;13:26:44;12.05.2021;13:26:47;6;63;108
558;558;8011;50;1338;pressing for time in seconds;110;12.05.2021;13:27:02;12.05.2021;13:27:04;7;14;108
559;559;8011;60;1338;store a part from stopper 2;211;12.05.2021;13:28:57;12.05.2021;13:29:08;5;1126;108
560;560;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.2021;13:51:10;12.05.2021;13:53:33;8;6;error
561;561;8011;40;1339;feed part from magazin;200;12.05.2021;13:54:41;12.05.2021;13:54:43;6;63;error
562;562;8011;50;1339;pressing for time in seconds;110;12.05.2021;13:54:56;12.05.2021;13:54:59;7;14;error
563;563;8011;60;1339;store a part from stopper 2;211;12.05.2021;13:56:33;12.05.2021;13:56:46;5;1126;error
564;564;8011;10;1339;release a defined part on stopper 1;212;12.05.2021;13:39:43;12.05.2021;13:39:57;5;0;110
565;565;8011;20;1339;feed part from magazin;200;12.05.2021;13:40:24;12.05.2021;13:40:26;11;27;110
566;566;8011;30;1339;assemble a PCB with fuse left and right ;304;12.05.2021;13:53:40;12.05.2021;13:55:31;8;6;110
567;567;8011;40;1339;feed part from magazin;200;12.05.2021;13:56:13;12.05.2021;13:56:15;6;63;110
568;568;8011;50;1339;pressing for time in seconds;110;12.05.2021;13:56:30;12.05.2021;13:56:32;7;14;110
569;569;8011;60;1339;store a part from stopper 2;211;12.05.2021;13:58:50;12.05.2021;13:59:03;5;1126;110
570;570;8110;10;1339;release a defined part on stopper 1;212;12.05.2021;13:40:08;12.05.2021;13:40:21;5;0;111
571;571;8110;20;1339;feed part from magazin;200;12.05.2021;13:40:48;12.05.2021;13:40:51;11;27;111
572;572;8110;30;1339;assembly part with defined PCB;300;12.05.2021;13:57:18;12.05.2021;13:58:49;8;6;111
573;573;8110;40;1339;feed part from magazin;200;12.05.2021;13:59:34;12.05.2021;13:59:36;6;63;111
574;574;8110;50;1339;pressing for time in seconds;110;12.05.2021;13:59:49;12.05.2021;13:59:52;7;14;111
575;575;8110;60;1339;store a part from stopper 2;211;12.05.2021;14:01:25;12.05.2021;14:01:38;5;1126;111
576;576;8110;10;1339;release a defined part on stopper 1;212;12.05.2021;13:40:49;12.05.2021;13:41:03;5;0;112
577;577;8110;20;1339;feed part from magazin;200;12.05.2021;13:41:29;12.05.2021;13:41:31;11;27;112
578;578;8110;30;1339;assembly part with defined PCB;300;12.05.2021;13:47:36;12.05.2021;13:49:07;8;6;112
579;579;8110;40;1339;feed part from magazin;200;12.05.2021;13:51:16;12.05.2021;13:51:18;6;63;112
580;580;8110;50;1339;pressing for time in seconds;110;12.05.2021;13:51:37;12.05.2021;13:51:41;7;14;112
581;581;8110;60;1339;store a part from stopper 2;211;12.05.2021;13:54:03;12.05.2021;13:54:16;5;1126;112
582;582;8110;10;1339;release a defined part on stopper 1;212;12.05.2021;13:42:21;12.05.2021;13:42:37;5;0;113
583;583;8110;20;1339;feed part from magazin;200;12.05.2021;13:43:31;12.05.2021;13:43:34;11;27;113
584;584;8110;30;1339;assembly part with defined PCB;300;12.05.2021;13:49:35;12.05.2021;13:51:05;8;6;113
585;585;8110;40;1339;feed part from magazin;200;12.05.2021;13:52:57;12.05.2021;13:52:59;6;63;113
586;586;8110;50;1339;pressing for time in seconds;110;12.05.2021;13:53:20;12.05.2021;13:53:22;7;14;113
587;587;8110;60;1339;store a part from stopper 2;211;12.05.2021;13:55:15;12.05.2021;13:55:28;5;1126;113
588;588;8111;10;1339;release a defined part on stopper 1;212;12.05.2021;13:43:57;12.05.2021;13:44:12;5;0;114
589;589;8111;20;1339;feed part from magazin;200;12.05.2021;13:44:39;12.05.2021;13:44:41;11;27;114
590;590;8111;30;1339;assembly part with defined PCB;300;12.05.2021;13:55:35;12.05.2021;13:57:14;8;6;114
591;591;8111;40;1339;feed part from magazin;200;12.05.2021;13:57:56;12.05.2021;13:57:58;6;63;114
592;592;8111;50;1339;pressing for time in seconds;110;12.05.2021;13:58:11;12.05.2021;13:58:13;7;14;114
593;593;8111;60;1339;store a part from stopper 2;211;12.05.2021;13:59:53;12.05.2021;14:00:05;5;1126;114
594;594;8111;10;1339;release a defined part on stopper 1;212;12.05.2021;13:45:53;12.05.2021;13:46:08;5;0;115
595;595;8111;20;1339;feed part from magazin;200;12.05.2021;13:46:35;12.05.2021;13:46:37;11;27;115
596;596;8111;30;1339;assembly part with defined PCB;300;12.05.2021;13:59:47;12.05.2021;14:01:25;8;6;115
597;597;8111;40;1339;feed part from magazin;200;12.05.2021;14:02:42;12.05.2021;14:02:44;6;63;115
598;598;8111;50;1339;pressing for time in seconds;110;12.05.2021;14:02:59;12.05.2021;14:03:01;7;14;115
599;599;8111;60;1339;store a part from stopper 2;211;12.05.2021;14:12:41;12.05.2021;14:12:55;5;1126;115
600;600;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:06;12.05.2021;16:49:20;5;0;116
601;601;8010;20;1352;feed part from magazin;200;12.05.2021;16:49:47;12.05.2021;16:49:49;11;27;116
602;602;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:51:28;12.05.2021;16:53:11;8;6;116
603;603;8010;40;1352;feed part from magazin;200;12.05.2021;16:54:07;12.05.2021;16:54:09;6;63;116
604;604;8010;50;1352;pressing for time in seconds;110;12.05.2021;16:54:22;12.05.2021;16:54:24;7;14;116
605;605;8010;60;1352;store a part from stopper 2;211;12.05.2021;16:55:53;12.05.2021;16:56:06;5;1126;116
606;606;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:24;12.05.2021;16:49:36;5;0;117
607;607;8010;20;1352;feed part from magazin;200;12.05.2021;16:50:02;12.05.2021;16:50:04;11;27;117
608;608;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:53:16;12.05.2021;16:54:59;8;6;117
609;609;8010;40;1352;feed part from magazin;200;12.05.2021;16:55:44;12.05.2021;16:55:46;6;63;117
610;610;8010;50;1352;pressing for time in seconds;110;12.05.2021;16:56:04;12.05.2021;16:56:07;7;14;117
611;611;8010;60;1352;store a part from stopper 2;211;12.05.2021;16:57:42;12.05.2021;16:57:53;5;1126;117
612;612;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:40;12.05.2021;16:49:52;5;0;118
613;613;8010;20;1352;feed part from magazin;200;12.05.2021;16:50:19;12.05.2021;16:50:21;11;27;118
614;614;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:55:03;12.05.2021;16:56:46;8;6;118
615;615;8010;40;1352;feed part from magazin;200;12.05.2021;16:57:38;12.05.2021;16:57:40;6;63;118
616;616;8010;50;1352;pressing for time in seconds;110;12.05.2021;16:57:53;12.05.2021;16:57:55;7;14;118
617;617;8010;60;1352;store a part from stopper 2;211;12.05.2021;16:59:29;12.05.2021;16:59:41;5;1126;118
618;618;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:49:56;12.05.2021;16:50:09;5;0;119
619;619;8010;20;1352;feed part from magazin;200;12.05.2021;16:50:36;12.05.2021;16:50:38;11;27;119
620;620;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:58:42;12.05.2021;17:00:25;8;6;119
621;621;8010;40;1352;feed part from magazin;200;12.05.2021;17:01:11;12.05.2021;17:01:14;6;63;119
622;622;8010;50;1352;pressing for time in seconds;110;12.05.2021;17:01:38;12.05.2021;17:01:40;7;14;119
623;623;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:03:14;12.05.2021;17:03:26;5;1126;119
624;624;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:50:13;12.05.2021;16:50:26;5;0;120
625;625;8010;20;1352;feed part from magazin;200;12.05.2021;16:50:54;12.05.2021;16:50:55;11;27;120
626;626;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:07:58;12.05.2021;17:09:41;8;6;120
627;627;8010;40;1352;feed part from magazin;200;12.05.2021;17:10:41;12.05.2021;17:10:44;6;63;120
628;628;8010;50;1352;pressing for time in seconds;110;12.05.2021;17:11:01;12.05.2021;17:11:03;7;14;120
629;629;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:12:35;12.05.2021;17:12:47;5;1126;120
630;630;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:06;12.05.2021;16:51:19;5;0;121
631;631;8010;20;1352;feed part from magazin;200;12.05.2021;16:51:47;12.05.2021;16:51:48;11;27;121
632;632;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;16:56:54;12.05.2021;16:58:38;8;6;121
633;633;8010;40;1352;feed part from magazin;200;12.05.2021;16:59:28;12.05.2021;16:59:30;6;63;121
634;634;8010;50;1352;pressing for time in seconds;110;12.05.2021;16:59:52;12.05.2021;16:59:54;7;14;121
635;635;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:01:28;12.05.2021;17:01:41;5;1126;121
636;636;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:23;12.05.2021;16:51:37;5;0;122
637;637;8010;20;1352;feed part from magazin;200;12.05.2021;16:52:04;12.05.2021;16:52:06;11;27;122
638;638;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:02:35;12.05.2021;17:04:18;8;6;122
639;639;8010;40;1352;feed part from magazin;200;12.05.2021;17:05:01;12.05.2021;17:05:03;6;63;122
640;640;8010;50;1352;pressing for time in seconds;110;12.05.2021;17:05:16;12.05.2021;17:05:19;7;14;122
641;641;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:06:57;12.05.2021;17:07:09;5;1126;122
642;642;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:41;12.05.2021;16:51:54;5;0;123
643;643;8010;20;1352;feed part from magazin;200;12.05.2021;16:52:22;12.05.2021;16:52:23;11;27;123
644;644;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:00:48;12.05.2021;17:02:31;8;6;123
645;645;8010;40;1352;feed part from magazin;200;12.05.2021;17:03:23;12.05.2021;17:03:25;6;63;123
646;646;8010;50;1352;pressing for time in seconds;110;12.05.2021;17:03:43;12.05.2021;17:03:45;7;14;123
647;647;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:05:27;12.05.2021;17:05:39;5;1126;123
648;648;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:51:58;12.05.2021;16:52:13;5;0;124
649;649;8010;20;1352;feed part from magazin;200;12.05.2021;16:52:40;12.05.2021;16:52:42;11;27;124
650;650;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:06:10;12.05.2021;17:07:53;8;6;124
651;651;8010;40;1352;feed part from magazin;200;12.05.2021;17:08:38;12.05.2021;17:08:40;6;63;124
652;652;8010;50;1352;pressing for time in seconds;110;12.05.2021;17:08:56;12.05.2021;17:08:58;7;14;124
653;653;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:10:52;12.05.2021;17:11:03;5;1126;124
654;654;8010;10;1352;release a defined part on stopper 1;212;12.05.2021;16:52:16;12.05.2021;16:52:31;5;0;125
655;655;8010;20;1352;feed part from magazin;200;12.05.2021;16:52:58;12.05.2021;16:52:59;11;27;125
656;656;8010;30;1352;assemble a PCB with one fuse left;302;12.05.2021;17:04:23;12.05.2021;17:06:05;8;6;125
657;657;8010;40;1352;feed part from magazin;200;12.05.2021;17:06:54;12.05.2021;17:06:56;6;63;125
658;658;8010;50;1352;pressing for time in seconds;110;12.05.2021;17:07:13;12.05.2021;17:07:15;7;14;125
659;659;8010;60;1352;store a part from stopper 2;211;12.05.2021;17:08:55;12.05.2021;17:09:06;5;1126;125
660;660;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:05:50;12.05.2021;17:06:04;5;0;126
661;661;8011;20;1353;feed part from magazin;200;12.05.2021;17:06:31;12.05.2021;17:06:32;11;27;126
662;662;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:10:04;12.05.2021;17:11:56;8;6;126
663;663;8011;40;1353;feed part from magazin;200;12.05.2021;17:13:06;12.05.2021;17:13:09;6;63;126
664;664;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:13:36;12.05.2021;17:13:38;7;14;126
665;665;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:15:31;12.05.2021;17:15:43;5;1126;126
666;666;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:06:30;12.05.2021;17:06:42;5;0;127
667;667;8011;20;1353;feed part from magazin;200;12.05.2021;17:07:09;12.05.2021;17:07:11;11;27;127
668;668;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:12:00;12.05.2021;17:13:52;8;6;127
669;669;8011;40;1353;feed part from magazin;200;12.05.2021;17:14:48;12.05.2021;17:14:51;6;63;127
670;670;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:15:06;12.05.2021;17:15:08;7;14;127
671;671;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:16:46;12.05.2021;17:16:58;5;1126;127
672;672;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:07:11;12.05.2021;17:07:24;5;0;128
673;673;8011;20;1353;feed part from magazin;200;12.05.2021;17:07:51;12.05.2021;17:07:53;11;27;128
674;674;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:22:26;12.05.2021;17:24:18;8;6;128
675;675;8011;40;1353;feed part from magazin;200;12.05.2021;17:25:55;12.05.2021;17:25:57;6;63;128
676;676;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:26:11;12.05.2021;17:26:13;7;14;128
677;677;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:27:31;12.05.2021;17:27:43;5;1126;128
678;678;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:07:27;12.05.2021;17:07:41;5;0;129
679;679;8011;20;1353;feed part from magazin;200;12.05.2021;17:08:07;12.05.2021;17:08:09;11;27;129
680;680;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:13:56;12.05.2021;17:15:49;8;6;129
681;681;8011;40;1353;feed part from magazin;200;12.05.2021;17:16:52;12.05.2021;17:16:54;6;63;129
682;682;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:17:12;12.05.2021;17:17:14;7;14;129
683;683;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:18:38;12.05.2021;17:18:52;5;1126;129
684;684;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:08:24;12.05.2021;17:08:37;5;0;130
685;685;8011;20;1353;feed part from magazin;200;12.05.2021;17:09:05;12.05.2021;17:09:06;11;27;130
686;686;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:17:52;12.05.2021;17:19:44;8;6;130
687;687;8011;40;1353;feed part from magazin;200;12.05.2021;17:20:46;12.05.2021;17:20:48;6;63;130
688;688;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:21:08;12.05.2021;17:21:10;7;14;130
689;689;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:22:47;12.05.2021;17:23:00;5;1126;130
690;690;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:09:07;12.05.2021;17:09:20;5;0;131
691;691;8011;20;1353;feed part from magazin;200;12.05.2021;17:09:47;12.05.2021;17:09:49;11;27;131
692;692;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:15:56;12.05.2021;17:17:48;8;6;131
693;693;8011;40;1353;feed part from magazin;200;12.05.2021;17:18:36;12.05.2021;17:18:39;6;63;131
694;694;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:18:57;12.05.2021;17:18:59;7;14;131
695;695;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:21:08;12.05.2021;17:21:20;5;1126;131
696;696;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:09:38;12.05.2021;17:09:52;5;0;132
697;697;8011;20;1353;feed part from magazin;200;12.05.2021;17:10:19;12.05.2021;17:10:20;11;27;132
698;698;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:28:22;12.05.2021;17:30:14;8;6;132
699;699;8011;40;1353;feed part from magazin;200;12.05.2021;17:31:01;12.05.2021;17:31:03;6;63;132
700;700;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:31:18;12.05.2021;17:31:21;7;14;132
701;701;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:33:24;12.05.2021;17:33:36;5;1126;132
702;702;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:11:04;12.05.2021;17:11:19;5;0;133
703;703;8011;20;1353;feed part from magazin;200;12.05.2021;17:11:45;12.05.2021;17:11:47;11;27;133
704;704;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:20:07;12.05.2021;17:22:22;8;6;133
705;705;8011;40;1353;feed part from magazin;200;12.05.2021;17:23:26;12.05.2021;17:23:28;6;63;133
706;706;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:23:47;12.05.2021;17:23:49;7;14;133
707;707;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:25:24;12.05.2021;17:25:37;5;1126;133
708;708;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:13:22;12.05.2021;17:13:38;5;0;134
709;709;8011;20;1353;feed part from magazin;200;12.05.2021;17:14:04;12.05.2021;17:14:06;11;27;134
710;710;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:26:24;12.05.2021;17:28:17;8;6;134
711;711;8011;40;1353;feed part from magazin;200;12.05.2021;17:29:04;12.05.2021;17:29:06;6;63;134
712;712;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:29:23;12.05.2021;17:29:25;7;14;134
713;713;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:31:02;12.05.2021;17:31:14;5;1126;134
714;714;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:15:00;12.05.2021;17:15:16;5;0;135
715;715;8011;20;1353;feed part from magazin;200;12.05.2021;17:15:43;12.05.2021;17:15:45;11;27;135
716;716;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:24:23;12.05.2021;17:26:15;8;6;135
717;717;8011;40;1353;feed part from magazin;200;12.05.2021;17:27:37;12.05.2021;17:27:40;6;63;135
718;718;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:27:55;12.05.2021;17:27:57;7;14;135
719;719;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:29:54;12.05.2021;17:30:06;5;1126;135
720;720;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:26:12;12.05.2021;17:26:26;5;0;136
721;721;8110;20;1354;feed part from magazin;200;12.05.2021;17:26:53;12.05.2021;17:26:55;11;27;136
722;722;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:30:36;12.05.2021;17:33:32;8;6;136
723;723;8110;40;1354;feed part from magazin;200;12.05.2021;17:34:21;12.05.2021;17:34:23;6;63;136
724;724;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:34:38;12.05.2021;17:34:40;7;14;136
725;725;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:36:32;12.05.2021;17:36:45;5;1126;136
726;726;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:26:30;12.05.2021;17:26:42;5;0;137
727;727;8110;20;1354;feed part from magazin;200;12.05.2021;17:27:09;12.05.2021;17:27:11;11;27;137
728;728;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:33:36;12.05.2021;17:35:07;8;6;137
729;729;8110;40;1354;feed part from magazin;200;12.05.2021;17:35:59;12.05.2021;17:36:01;6;63;137
730;730;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:36:20;12.05.2021;17:36:22;7;14;137
731;731;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:37:49;12.05.2021;17:38:02;5;1126;137
732;732;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:27:48;12.05.2021;17:28:02;5;0;138
733;733;8110;20;1354;feed part from magazin;200;12.05.2021;17:28:29;12.05.2021;17:28:31;11;27;138
734;734;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:35:11;12.05.2021;17:36:41;8;6;138
735;735;8110;40;1354;feed part from magazin;200;12.05.2021;17:38:05;12.05.2021;17:38:07;6;63;138
736;736;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:38:28;12.05.2021;17:38:31;7;14;138
