;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID;Bearbeitungszeit_s;Transportzeit_s;Durchlaufzeit_s
652;652;652;652;8010;50;1352;pressing for time in seconds;110;12.05.21;2022-09-22 17:08:56;12.05.21;17:08:58;7;14;2021-12-05 17:08:56;2021-12-05 17:08:58;109;2.0;16.0;0.0
653;653;653;653;8010;60;1352;store a part from stopper 2;211;12.05.21;2022-09-22 17:10:52;12.05.21;17:11:03;5;1126;2021-12-05 17:10:52;2021-12-05 17:11:03;109;11.0;114.0;1145.0
654;654;654;654;8010;10;1352;release a defined part on stopper 1;212;12.05.21;2022-09-22 16:52:16;12.05.21;16:52:31;5;0;2021-12-05 16:52:16;2021-12-05 16:52:31;110;15.000000000000002;0.0;0.0
655;655;655;655;8010;20;1352;feed part from magazin;200;12.05.21;2022-09-22 16:52:58;12.05.21;16:52:59;11;27;2021-12-05 16:52:58;2021-12-05 16:52:59;110;1.0;27.0;0.0
656;656;626;626;8010;30;1352;assemble a PCB with one fuse left;302;12.05.21;2022-09-22 17:07:58;12.05.21;17:09:41;8;6;2021-12-05 17:07:58;2021-12-05 17:09:41;110;103.0;899.0;0.0
657;657;627;627;8010;40;1352;feed part from magazin;200;12.05.21;2022-09-22 17:10:41;12.05.21;17:10:44;6;63;2021-12-05 17:10:41;2021-12-05 17:10:44;110;3.0;60.00000000000001;0.0
658;658;628;628;8010;50;1352;pressing for time in seconds;110;12.05.21;2022-09-22 17:11:01;12.05.21;17:11:03;7;14;2021-12-05 17:11:01;2021-12-05 17:11:03;110;2.0;17.0;0.0
659;659;629;629;8010;60;1352;store a part from stopper 2;211;12.05.21;2022-09-22 17:12:35;12.05.21;17:12:47;5;1126;2021-12-05 17:12:35;2021-12-05 17:12:47;110;12.0;92.0;1231.0
660;660;660;660;8011;10;1353;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:05:50;12.05.21;17:06:04;5;0;2021-12-05 17:05:50;2021-12-05 17:06:04;111;14.0;0.0;0.0
661;661;661;661;8011;20;1353;feed part from magazin;200;12.05.21;2022-09-22 17:06:31;12.05.21;17:06:32;11;27;2021-12-05 17:06:31;2021-12-05 17:06:32;111;1.0;27.0;0.0
662;662;662;662;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 17:10:04;12.05.21;17:11:56;8;6;2021-12-05 17:10:04;2021-12-05 17:11:56;111;112.0;212.0;0.0
663;663;663;663;8011;40;1353;feed part from magazin;200;12.05.21;2022-09-22 17:13:06;12.05.21;17:13:09;6;63;2021-12-05 17:13:06;2021-12-05 17:13:09;111;3.0;70.0;0.0
664;664;664;664;8011;50;1353;pressing for time in seconds;110;12.05.21;2022-09-22 17:13:36;12.05.21;17:13:38;7;14;2021-12-05 17:13:36;2021-12-05 17:13:38;111;2.0;27.0;0.0
665;665;665;665;8011;60;1353;store a part from stopper 2;211;12.05.21;2022-09-22 17:15:31;12.05.21;17:15:43;5;1126;2021-12-05 17:15:31;2021-12-05 17:15:43;111;12.0;113.0;593.0
666;666;666;666;8011;10;1353;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:06:30;12.05.21;17:06:42;5;0;2021-12-05 17:06:30;2021-12-05 17:06:42;112;12.0;0.0;0.0
667;667;667;667;8011;20;1353;feed part from magazin;200;12.05.21;2022-09-22 17:07:09;12.05.21;17:07:11;11;27;2021-12-05 17:07:09;2021-12-05 17:07:11;112;2.0;27.0;0.0
668;668;668;668;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 17:12:00;12.05.21;17:13:52;8;6;2021-12-05 17:12:00;2021-12-05 17:13:52;112;112.0;289.0;0.0
669;669;669;669;8011;40;1353;feed part from magazin;200;12.05.21;2022-09-22 17:14:48;12.05.21;17:14:51;6;63;2021-12-05 17:14:48;2021-12-05 17:14:51;112;3.0;56.0;0.0
670;670;670;670;8011;50;1353;pressing for time in seconds;110;12.05.21;2022-09-22 17:15:06;12.05.21;17:15:08;7;14;2021-12-05 17:15:06;2021-12-05 17:15:08;112;2.0;15.000000000000002;0.0
671;671;671;671;8011;60;1353;store a part from stopper 2;211;12.05.21;2022-09-22 17:16:46;12.05.21;17:16:58;5;1126;2021-12-05 17:16:46;2021-12-05 17:16:58;112;12.0;98.0;628.0
672;672;672;672;8011;10;1353;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:07:11;12.05.21;17:07:24;5;0;2021-12-05 17:07:11;2021-12-05 17:07:24;113;13.0;0.0;0.0
673;673;673;673;8011;20;1353;feed part from magazin;200;12.05.21;2022-09-22 17:07:51;12.05.21;17:07:53;11;27;2021-12-05 17:07:51;2021-12-05 17:07:53;113;2.0;27.0;0.0
674;674;680;680;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 17:13:56;12.05.21;17:15:49;8;6;2021-12-05 17:13:56;2021-12-05 17:15:49;113;113.0;363.0;0.0
675;675;681;681;8011;40;1353;feed part from magazin;200;12.05.21;2022-09-22 17:16:52;12.05.21;17:16:54;6;63;2021-12-05 17:16:52;2021-12-05 17:16:54;113;2.0;63.00000000000001;0.0
676;676;682;682;8011;50;1353;pressing for time in seconds;110;12.05.21;2022-09-22 17:17:12;12.05.21;17:17:14;7;14;2021-12-05 17:17:12;2021-12-05 17:17:14;113;2.0;18.0;0.0
677;677;683;683;8011;60;1353;store a part from stopper 2;211;12.05.21;2022-09-22 17:18:38;12.05.21;17:18:52;5;1126;2021-12-05 17:18:38;2021-12-05 17:18:52;113;14.0;84.0;701.0
678;678;678;678;8011;10;1353;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:07:27;12.05.21;17:07:41;5;0;2021-12-05 17:07:27;2021-12-05 17:07:41;114;14.0;0.0;0.0
679;679;679;679;8011;20;1353;feed part from magazin;200;12.05.21;2022-09-22 17:08:07;12.05.21;17:08:09;11;27;2021-12-05 17:08:07;2021-12-05 17:08:09;114;2.0;26.0;0.0
680;680;692;692;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 17:15:56;12.05.21;17:17:48;8;6;2021-12-05 17:15:56;2021-12-05 17:17:48;114;112.0;467.00000000000006;0.0
681;681;693;693;8011;40;1353;feed part from magazin;200;12.05.21;2022-09-22 17:18:36;12.05.21;17:18:39;6;63;2021-12-05 17:18:36;2021-12-05 17:18:39;114;3.0;48.0;0.0
682;682;694;694;8011;50;1353;pressing for time in seconds;110;12.05.21;2022-09-22 17:18:57;12.05.21;17:18:59;7;14;2021-12-05 17:18:57;2021-12-05 17:18:59;114;2.0;18.0;0.0
683;683;695;695;8011;60;1353;store a part from stopper 2;211;12.05.21;2022-09-22 17:21:08;12.05.21;17:21:20;5;1126;2021-12-05 17:21:08;2021-12-05 17:21:20;114;12.0;129.0;833.0
684;684;684;684;8011;10;1353;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:08:24;12.05.21;17:08:37;5;0;2021-12-05 17:08:24;2021-12-05 17:08:37;115;13.0;0.0;0.0
685;685;685;685;8011;20;1353;feed part from magazin;200;12.05.21;2022-09-22 17:09:05;12.05.21;17:09:06;11;27;2021-12-05 17:09:05;2021-12-05 17:09:06;115;1.0;28.0;0.0
686;686;686;686;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 17:17:52;12.05.21;17:19:44;8;6;2021-12-05 17:17:52;2021-12-05 17:19:44;115;112.0;526.0;0.0
687;687;687;687;8011;40;1353;feed part from magazin;200;12.05.21;2022-09-22 17:20:46;12.05.21;17:20:48;6;63;2021-12-05 17:20:46;2021-12-05 17:20:48;115;2.0;62.00000000000001;0.0
688;688;688;688;8011;50;1353;pressing for time in seconds;110;12.05.21;2022-09-22 17:21:08;12.05.21;17:21:10;7;14;2021-12-05 17:21:08;2021-12-05 17:21:10;115;2.0;20.0;0.0
689;689;689;689;8011;60;1353;store a part from stopper 2;211;12.05.21;2022-09-22 17:22:47;12.05.21;17:23:00;5;1126;2021-12-05 17:22:47;2021-12-05 17:23:00;115;13.0;97.0;876.0
690;690;690;690;8011;10;1353;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:09:07;12.05.21;17:09:20;5;0;2021-12-05 17:09:07;2021-12-05 17:09:20;116;13.0;0.0;0.0
691;691;691;691;8011;20;1353;feed part from magazin;200;12.05.21;2022-09-22 17:09:47;12.05.21;17:09:49;11;27;2021-12-05 17:09:47;2021-12-05 17:09:49;116;2.0;27.0;0.0
692;692;704;704;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 17:20:07;12.05.21;17:22:22;8;6;2021-12-05 17:20:07;2021-12-05 17:22:22;116;135.0;618.0;0.0
693;693;705;705;8011;40;1353;feed part from magazin;200;12.05.21;2022-09-22 17:23:26;12.05.21;17:23:28;6;63;2021-12-05 17:23:26;2021-12-05 17:23:28;116;2.0;64.0;0.0
694;694;706;706;8011;50;1353;pressing for time in seconds;110;12.05.21;2022-09-22 17:23:47;12.05.21;17:23:49;7;14;2021-12-05 17:23:47;2021-12-05 17:23:49;116;2.0;19.0;0.0
695;695;707;707;8011;60;1353;store a part from stopper 2;211;12.05.21;2022-09-22 17:25:24;12.05.21;17:25:37;5;1126;2021-12-05 17:25:24;2021-12-05 17:25:37;116;13.0;95.0;990.0000000000001
696;696;696;696;8011;10;1353;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:09:38;12.05.21;17:09:52;5;0;2021-12-05 17:09:38;2021-12-05 17:09:52;117;14.0;0.0;0.0
697;697;697;697;8011;20;1353;feed part from magazin;200;12.05.21;2022-09-22 17:10:19;12.05.21;17:10:20;11;27;2021-12-05 17:10:19;2021-12-05 17:10:20;117;1.0;27.0;0.0
698;698;674;674;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 17:22:26;12.05.21;17:24:18;8;6;2021-12-05 17:22:26;2021-12-05 17:24:18;117;112.0;726.0;0.0
699;699;675;675;8011;40;1353;feed part from magazin;200;12.05.21;2022-09-22 17:25:55;12.05.21;17:25:57;6;63;2021-12-05 17:25:55;2021-12-05 17:25:57;117;2.0;97.0;0.0
700;700;676;676;8011;50;1353;pressing for time in seconds;110;12.05.21;2022-09-22 17:26:11;12.05.21;17:26:13;7;14;2021-12-05 17:26:11;2021-12-05 17:26:13;117;2.0;14.0;0.0
701;701;677;677;8011;60;1353;store a part from stopper 2;211;12.05.21;2022-09-22 17:27:31;12.05.21;17:27:43;5;1126;2021-12-05 17:27:31;2021-12-05 17:27:43;117;12.0;78.0;1085.0
702;702;702;702;8011;10;1353;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:11:04;12.05.21;17:11:19;5;0;2021-12-05 17:11:04;2021-12-05 17:11:19;118;15.000000000000002;0.0;0.0
703;703;703;703;8011;20;1353;feed part from magazin;200;12.05.21;2022-09-22 17:11:45;12.05.21;17:11:47;11;27;2021-12-05 17:11:45;2021-12-05 17:11:47;118;2.0;26.0;0.0
704;704;716;716;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 17:24:23;12.05.21;17:26:15;8;6;2021-12-05 17:24:23;2021-12-05 17:26:15;118;112.0;756.0;0.0
705;705;717;717;8011;40;1353;feed part from magazin;200;12.05.21;2022-09-22 17:27:37;12.05.21;17:27:40;6;63;2021-12-05 17:27:37;2021-12-05 17:27:40;118;3.0;82.0;0.0
706;706;718;718;8011;50;1353;pressing for time in seconds;110;12.05.21;2022-09-22 17:27:55;12.05.21;17:27:57;7;14;2021-12-05 17:27:55;2021-12-05 17:27:57;118;2.0;15.000000000000002;0.0
707;707;719;719;8011;60;1353;store a part from stopper 2;211;12.05.21;2022-09-22 17:29:54;12.05.21;17:30:06;5;1126;2021-12-05 17:29:54;2021-12-05 17:30:06;118;12.0;117.00000000000001;1142.0
708;708;708;708;8011;10;1353;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:13:22;12.05.21;17:13:38;5;0;2021-12-05 17:13:22;2021-12-05 17:13:38;119;16.0;0.0;0.0
709;709;709;709;8011;20;1353;feed part from magazin;200;12.05.21;2022-09-22 17:14:04;12.05.21;17:14:06;11;27;2021-12-05 17:14:04;2021-12-05 17:14:06;119;2.0;26.0;0.0
710;710;710;710;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 17:26:24;12.05.21;17:28:17;8;6;2021-12-05 17:26:24;2021-12-05 17:28:17;119;113.0;738.0;0.0
711;711;711;711;8011;40;1353;feed part from magazin;200;12.05.21;2022-09-22 17:29:04;12.05.21;17:29:06;6;63;2021-12-05 17:29:04;2021-12-05 17:29:06;119;2.0;47.0;0.0
712;712;712;712;8011;50;1353;pressing for time in seconds;110;12.05.21;2022-09-22 17:29:23;12.05.21;17:29:25;7;14;2021-12-05 17:29:23;2021-12-05 17:29:25;119;2.0;17.0;0.0
713;713;713;713;8011;60;1353;store a part from stopper 2;211;12.05.21;2022-09-22 17:31:02;12.05.21;17:31:14;5;1126;2021-12-05 17:31:02;2021-12-05 17:31:14;119;12.0;97.0;1072.0
714;714;714;714;8011;10;1353;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:15:00;12.05.21;17:15:16;5;0;2021-12-05 17:15:00;2021-12-05 17:15:16;120;16.0;0.0;0.0
715;715;715;715;8011;20;1353;feed part from magazin;200;12.05.21;2022-09-22 17:15:43;12.05.21;17:15:45;11;27;2021-12-05 17:15:43;2021-12-05 17:15:45;120;2.0;27.0;0.0
716;716;698;698;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.21;2022-09-22 17:28:22;12.05.21;17:30:14;8;6;2021-12-05 17:28:22;2021-12-05 17:30:14;120;112.0;757.0;0.0
717;717;699;699;8011;40;1353;feed part from magazin;200;12.05.21;2022-09-22 17:31:01;12.05.21;17:31:03;6;63;2021-12-05 17:31:01;2021-12-05 17:31:03;120;2.0;47.0;0.0
718;718;700;700;8011;50;1353;pressing for time in seconds;110;12.05.21;2022-09-22 17:31:18;12.05.21;17:31:21;7;14;2021-12-05 17:31:18;2021-12-05 17:31:21;120;3.0;15.000000000000002;0.0
719;719;701;701;8011;60;1353;store a part from stopper 2;211;12.05.21;2022-09-22 17:33:24;12.05.21;17:33:36;5;1126;2021-12-05 17:33:24;2021-12-05 17:33:36;120;12.0;123.00000000000001;1116.0
720;720;720;720;8110;10;1354;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:26:12;12.05.21;17:26:26;5;0;2021-12-05 17:26:12;2021-12-05 17:26:26;121;14.0;0.0;0.0
721;721;721;721;8110;20;1354;feed part from magazin;200;12.05.21;2022-09-22 17:26:53;12.05.21;17:26:55;11;27;2021-12-05 17:26:53;2021-12-05 17:26:55;121;2.0;27.0;0.0
722;722;722;722;8110;30;1354;assembly part with defined PCB;300;12.05.21;2022-09-22 17:30:36;12.05.21;17:33:32;8;6;2021-12-05 17:30:36;2021-12-05 17:33:32;121;176.0;221.0;0.0
723;723;723;723;8110;40;1354;feed part from magazin;200;12.05.21;2022-09-22 17:34:21;12.05.21;17:34:23;6;63;2021-12-05 17:34:21;2021-12-05 17:34:23;121;2.0;49.0;0.0
724;724;724;724;8110;50;1354;pressing for time in seconds;110;12.05.21;2022-09-22 17:34:38;12.05.21;17:34:40;7;14;2021-12-05 17:34:38;2021-12-05 17:34:40;121;2.0;15.000000000000002;0.0
725;725;725;725;8110;60;1354;store a part from stopper 2;211;12.05.21;2022-09-22 17:36:32;12.05.21;17:36:45;5;1126;2021-12-05 17:36:32;2021-12-05 17:36:45;121;13.0;112.0;633.0
726;726;726;726;8110;10;1354;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:26:30;12.05.21;17:26:42;5;0;2021-12-05 17:26:30;2021-12-05 17:26:42;122;12.0;0.0;0.0
727;727;727;727;8110;20;1354;feed part from magazin;200;12.05.21;2022-09-22 17:27:09;12.05.21;17:27:11;11;27;2021-12-05 17:27:09;2021-12-05 17:27:11;122;2.0;27.0;0.0
728;728;728;728;8110;30;1354;assembly part with defined PCB;300;12.05.21;2022-09-22 17:33:36;12.05.21;17:35:07;8;6;2021-12-05 17:33:36;2021-12-05 17:35:07;122;91.0;385.0;0.0
729;729;729;729;8110;40;1354;feed part from magazin;200;12.05.21;2022-09-22 17:35:59;12.05.21;17:36:01;6;63;2021-12-05 17:35:59;2021-12-05 17:36:01;122;2.0;52.0;0.0
730;730;730;730;8110;50;1354;pressing for time in seconds;110;12.05.21;2022-09-22 17:36:20;12.05.21;17:36:22;7;14;2021-12-05 17:36:20;2021-12-05 17:36:22;122;2.0;19.0;0.0
731;731;731;731;8110;60;1354;store a part from stopper 2;211;12.05.21;2022-09-22 17:37:49;12.05.21;17:38:02;5;1126;2021-12-05 17:37:49;2021-12-05 17:38:02;122;13.0;87.0;692.0
732;732;732;732;8110;10;1354;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:27:48;12.05.21;17:28:02;5;0;2021-12-05 17:27:48;2021-12-05 17:28:02;123;14.0;0.0;0.0
733;733;733;733;8110;20;1354;feed part from magazin;200;12.05.21;2022-09-22 17:28:29;12.05.21;17:28:31;11;27;2021-12-05 17:28:29;2021-12-05 17:28:31;123;2.0;27.0;0.0
734;734;734;734;8110;30;1354;assembly part with defined PCB;300;12.05.21;2022-09-22 17:35:11;12.05.21;17:36:41;8;6;2021-12-05 17:35:11;2021-12-05 17:36:41;123;90.0;400.0;0.0
735;735;735;735;8110;40;1354;feed part from magazin;200;12.05.21;2022-09-22 17:38:05;12.05.21;17:38:07;6;63;2021-12-05 17:38:05;2021-12-05 17:38:07;123;2.0;84.0;0.0
736;736;736;736;8110;50;1354;pressing for time in seconds;110;12.05.21;2022-09-22 17:38:28;12.05.21;17:38:31;7;14;2021-12-05 17:38:28;2021-12-05 17:38:31;123;3.0;21.0;0.0
737;737;737;737;8110;60;1354;store a part from stopper 2;211;12.05.21;2022-09-22 17:40:23;12.05.21;17:40:36;5;1126;2021-12-05 17:40:23;2021-12-05 17:40:36;123;13.0;112.0;768.0
738;738;738;738;8110;10;1354;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:28:05;12.05.21;17:28:19;5;0;2021-12-05 17:28:05;2021-12-05 17:28:19;124;14.0;0.0;0.0
739;739;739;739;8110;20;1354;feed part from magazin;200;12.05.21;2022-09-22 17:28:46;12.05.21;17:28:48;11;27;2021-12-05 17:28:46;2021-12-05 17:28:48;124;2.0;27.0;0.0
740;740;764;764;8110;30;1354;assembly part with defined PCB;300;12.05.21;2022-09-22 17:36:46;12.05.21;17:38:17;8;6;2021-12-05 17:36:46;2021-12-05 17:38:17;124;91.0;478.00000000000006;0.0
741;741;765;765;8110;40;1354;feed part from magazin;200;12.05.21;2022-09-22 17:39:16;12.05.21;17:39:18;6;63;2021-12-05 17:39:16;2021-12-05 17:39:18;124;2.0;59.00000000000001;0.0
742;742;766;766;8110;50;1354;pressing for time in seconds;110;12.05.21;2022-09-22 17:39:35;12.05.21;17:39:38;7;14;2021-12-05 17:39:35;2021-12-05 17:39:38;124;3.0;17.0;0.0
743;743;767;767;8110;60;1354;store a part from stopper 2;211;12.05.21;2022-09-22 17:40:55;12.05.21;17:41:09;5;1126;2021-12-05 17:40:55;2021-12-05 17:41:09;124;14.0;77.0;784.0
744;744;744;744;8110;10;1354;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:28:23;12.05.21;17:28:36;5;0;2021-12-05 17:28:23;2021-12-05 17:28:36;125;13.0;0.0;0.0
745;745;745;745;8110;20;1354;feed part from magazin;200;12.05.21;2022-09-22 17:29:03;12.05.21;17:29:05;11;27;2021-12-05 17:29:03;2021-12-05 17:29:05;125;2.0;27.0;0.0
746;746;752;752;8110;30;1354;assembly part with defined PCB;300;12.05.21;2022-09-22 17:38:24;12.05.21;17:39:54;8;6;2021-12-05 17:38:24;2021-12-05 17:39:54;125;90.0;559.0;0.0
747;747;753;753;8110;40;1354;feed part from magazin;200;12.05.21;2022-09-22 17:40:36;12.05.21;17:40:38;6;63;2021-12-05 17:40:36;2021-12-05 17:40:38;125;2.0;42.0;0.0
748;748;754;754;8110;50;1354;pressing for time in seconds;110;12.05.21;2022-09-22 17:41:00;12.05.21;17:41:03;7;14;2021-12-05 17:41:00;2021-12-05 17:41:03;125;3.0;22.0;0.0
749;749;755;755;8110;60;1354;store a part from stopper 2;211;12.05.21;2022-09-22 17:42:53;12.05.21;17:43:06;5;1126;2021-12-05 17:42:53;2021-12-05 17:43:06;125;13.0;110.0;883.0
750;750;750;750;8110;10;1354;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:28:40;12.05.21;17:28:54;5;0;2021-12-05 17:28:40;2021-12-05 17:28:54;126;14.0;0.0;0.0
751;751;751;751;8110;20;1354;feed part from magazin;200;12.05.21;2022-09-22 17:29:21;12.05.21;17:29:23;11;27;2021-12-05 17:29:21;2021-12-05 17:29:23;126;2.0;27.0;0.0
752;752;758;758;8110;30;1354;assembly part with defined PCB;300;12.05.21;2022-09-22 17:40:13;12.05.21;17:42:22;8;6;2021-12-05 17:40:13;2021-12-05 17:42:22;126;129.0;650.0;0.0
753;753;759;759;8110;40;1354;feed part from magazin;200;12.05.21;2022-09-22 17:43:38;12.05.21;17:43:40;6;63;2021-12-05 17:43:38;2021-12-05 17:43:40;126;2.0;76.0;0.0
754;754;760;760;8110;50;1354;pressing for time in seconds;110;12.05.21;2022-09-22 17:43:56;12.05.21;17:43:58;7;14;2021-12-05 17:43:56;2021-12-05 17:43:58;126;2.0;16.0;0.0
755;755;761;761;8110;60;1354;store a part from stopper 2;211;12.05.21;2022-09-22 17:46:16;12.05.21;17:46:28;5;1126;2021-12-05 17:46:16;2021-12-05 17:46:28;126;12.0;138.0;1068.0
756;756;756;756;8110;10;1354;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:29:16;12.05.21;17:29:29;5;0;2021-12-05 17:29:16;2021-12-05 17:29:29;127;13.0;0.0;0.0
757;757;757;757;8110;20;1354;feed part from magazin;200;12.05.21;2022-09-22 17:29:57;12.05.21;17:29:58;11;27;2021-12-05 17:29:57;2021-12-05 17:29:58;127;1.0;28.0;0.0
758;758;740;740;8110;30;1354;assembly part with defined PCB;300;12.05.21;2022-09-22 17:42:26;12.05.21;17:43:56;8;6;2021-12-05 17:42:26;2021-12-05 17:43:56;127;90.0;748.0;0.0
759;759;741;741;8110;40;1354;feed part from magazin;200;12.05.21;2022-09-22 17:45:24;12.05.21;17:45:26;6;63;2021-12-05 17:45:24;2021-12-05 17:45:26;127;2.0;88.0;0.0
760;760;742;742;8110;50;1354;pressing for time in seconds;110;12.05.21;2022-09-22 17:45:42;12.05.21;17:45:44;7;14;2021-12-05 17:45:42;2021-12-05 17:45:44;127;2.0;16.0;0.0
761;761;743;743;8110;60;1354;store a part from stopper 2;211;12.05.21;2022-09-22 17:48:18;12.05.21;17:48:30;5;1126;2021-12-05 17:48:18;2021-12-05 17:48:30;127;12.0;154.0;1154.0
762;762;762;762;8110;10;1354;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:31:39;12.05.21;17:31:54;5;0;2021-12-05 17:31:39;2021-12-05 17:31:54;128;15.000000000000002;0.0;0.0
763;763;763;763;8110;20;1354;feed part from magazin;200;12.05.21;2022-09-22 17:32:20;12.05.21;17:32:22;11;27;2021-12-05 17:32:20;2021-12-05 17:32:22;128;2.0;26.0;0.0
764;764;746;746;8110;30;1354;assembly part with defined PCB;300;12.05.21;2022-09-22 17:44:00;12.05.21;17:45:32;8;6;2021-12-05 17:44:00;2021-12-05 17:45:32;128;92.0;698.0;0.0
765;765;747;747;8110;40;1354;feed part from magazin;200;12.05.21;2022-09-22 17:46:55;12.05.21;17:46:57;6;63;2021-12-05 17:46:55;2021-12-05 17:46:57;128;2.0;83.0;0.0
766;766;748;748;8110;50;1354;pressing for time in seconds;110;12.05.21;2022-09-22 17:47:10;12.05.21;17:47:13;7;14;2021-12-05 17:47:10;2021-12-05 17:47:13;128;3.0;13.0;0.0
767;767;749;749;8110;60;1354;store a part from stopper 2;211;12.05.21;2022-09-22 17:49:20;12.05.21;17:49:32;5;1126;2021-12-05 17:49:20;2021-12-05 17:49:32;128;12.0;127.00000000000001;1073.0
768;768;768;768;8110;10;1354;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:32:54;12.05.21;17:33:09;5;0;2021-12-05 17:32:54;2021-12-05 17:33:09;129;15.000000000000002;0.0;0.0
769;769;769;769;8110;20;1354;feed part from magazin;200;12.05.21;2022-09-22 17:33:36;12.05.21;17:33:37;11;27;2021-12-05 17:33:36;2021-12-05 17:33:37;129;1.0;27.0;0.0
770;770;776;776;8110;30;1354;assembly part with defined PCB;300;12.05.21;2022-09-22 17:45:36;12.05.21;17:47:06;8;6;2021-12-05 17:45:36;2021-12-05 17:47:06;129;90.0;719.0;0.0
771;771;777;777;8110;40;1354;feed part from magazin;200;12.05.21;2022-09-22 17:48:17;12.05.21;17:48:19;6;63;2021-12-05 17:48:17;2021-12-05 17:48:19;129;2.0;71.0;0.0
772;772;778;778;8110;50;1354;pressing for time in seconds;110;12.05.21;2022-09-22 17:48:38;12.05.21;17:48:40;7;14;2021-12-05 17:48:38;2021-12-05 17:48:40;129;2.0;19.0;0.0
773;773;779;779;8110;60;1354;store a part from stopper 2;211;12.05.21;2022-09-22 17:50:19;12.05.21;17:50:31;5;1126;2021-12-05 17:50:19;2021-12-05 17:50:31;129;12.0;99.0;1057.0
774;774;774;774;8110;10;1354;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:35:17;12.05.21;17:35:32;5;0;2021-12-05 17:35:17;2021-12-05 17:35:32;130;15.000000000000002;0.0;0.0
775;775;775;775;8110;20;1354;feed part from magazin;200;12.05.21;2022-09-22 17:35:59;12.05.21;17:36:00;11;27;2021-12-05 17:35:59;2021-12-05 17:36:00;130;1.0;27.0;0.0
776;776;770;770;8110;30;1354;assembly part with defined PCB;300;12.05.21;2022-09-22 17:47:30;12.05.21;17:49:00;8;6;2021-12-05 17:47:30;2021-12-05 17:49:00;130;90.0;690.0;0.0
777;777;771;771;8110;40;1354;feed part from magazin;200;12.05.21;2022-09-22 17:49:59;12.05.21;17:50:01;6;63;2021-12-05 17:49:59;2021-12-05 17:50:01;130;2.0;59.00000000000001;0.0
778;778;772;772;8110;50;1354;pressing for time in seconds;110;12.05.21;2022-09-22 17:50:21;12.05.21;17:50:23;7;14;2021-12-05 17:50:21;2021-12-05 17:50:23;130;2.0;20.0;0.0
779;779;773;773;8110;60;1354;store a part from stopper 2;211;12.05.21;2022-09-22 17:51:55;12.05.21;17:52:07;5;1126;2021-12-05 17:51:55;2021-12-05 17:52:07;130;12.0;92.0;1010.0000000000001
780;780;780;780;8111;10;1355;release a defined part on stopper 1;212;12.05.21;2022-09-22 17:45:45;12.05.21;17:45:59;5;0;2021-12-05 17:45:45;2021-12-05 17:45:59;131;14.0;0.0;0.0
781;781;781;781;8111;20;1355;feed part from magazin;200;12.05.21;2022-09-22 17:46:26;12.05.21;17:46:28;11;27;2021-12-05 17:46:26;2021-12-05 17:46:28;131;2.0;27.0;0.0
782;782;782;782;8111;30;1355;assembly part with defined PCB;300;12.05.21;2022-09-22 17:49:04;12.05.21;17:50:44;8;6;2021-12-05 17:49:04;2021-12-05 17:50:44;131;100.0;156.0;0.0
783;783;783;783;8111;40;1355;feed part from magazin;200;12.05.21;2022-09-22 17:51:30;12.05.21;17:51:32;6;63;2021-12-05 17:51:30;2021-12-05 17:51:32;131;2.0;46.0;0.0
784;784;784;784;8111;50;1355;pressing for time in seconds;110;12.05.21;2022-09-22 17:51:50;12.05.21;17:51:52;7;14;2021-12-05 17:51:50;2021-12-05 17:51:52;131;2.0;18.0;0.0
