;level_0;Unnamed: 0;index;Produktvariante;Prozessschritt;Auftragsnummer;Prozessbeschreibung;Prozessnummer;Startdatum;Startzeit;Enddatum;Endzeit;Arbeitsstation;Transportzeit;Start;Ende;werkstueckID
675;675;675;681;8011;40;1353;feed part from magazin;200;12.05.2021;17:16:52;12.05.2021;17:16:54;6;63;05.12.2021 17:16;05.12.2021 17:16;113
676;676;676;682;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:17:12;12.05.2021;17:17:14;7;14;05.12.2021 17:17;05.12.2021 17:17;113
677;677;677;683;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:18:38;12.05.2021;17:18:52;5;1126;05.12.2021 17:18;05.12.2021 17:18;113
678;678;678;678;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:07:27;12.05.2021;17:07:41;5;0;05.12.2021 17:07;05.12.2021 17:07;114
679;679;679;679;8011;20;1353;feed part from magazin;200;12.05.2021;17:08:07;12.05.2021;17:08:09;11;27;05.12.2021 17:08;05.12.2021 17:08;114
680;680;680;692;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:15:56;12.05.2021;17:17:48;8;6;05.12.2021 17:15;05.12.2021 17:17;114
681;681;681;693;8011;40;1353;feed part from magazin;200;12.05.2021;17:18:36;12.05.2021;17:18:39;6;63;05.12.2021 17:18;05.12.2021 17:18;114
682;682;682;694;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:18:57;12.05.2021;17:18:59;7;14;05.12.2021 17:18;05.12.2021 17:18;114
683;683;683;695;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:21:08;12.05.2021;17:21:20;5;1126;05.12.2021 17:21;05.12.2021 17:21;114
684;684;684;684;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:08:24;12.05.2021;17:08:37;5;0;05.12.2021 17:08;05.12.2021 17:08;115
685;685;685;685;8011;20;1353;feed part from magazin;200;12.05.2021;17:09:05;12.05.2021;17:09:06;11;27;05.12.2021 17:09;05.12.2021 17:09;115
686;686;686;686;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:17:52;12.05.2021;17:19:44;8;6;05.12.2021 17:17;05.12.2021 17:19;115
687;687;687;687;8011;40;1353;feed part from magazin;200;12.05.2021;17:20:46;12.05.2021;17:20:48;6;63;05.12.2021 17:20;05.12.2021 17:20;115
688;688;688;688;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:21:08;12.05.2021;17:21:10;7;14;05.12.2021 17:21;05.12.2021 17:21;115
689;689;689;689;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:22:47;12.05.2021;17:23:00;5;1126;05.12.2021 17:22;05.12.2021 17:23;115
690;690;690;690;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:09:07;12.05.2021;17:09:20;5;0;05.12.2021 17:09;05.12.2021 17:09;116
691;691;691;691;8011;20;1353;feed part from magazin;200;12.05.2021;17:09:47;12.05.2021;17:09:49;11;27;05.12.2021 17:09;05.12.2021 17:09;116
692;692;692;704;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:20:07;12.05.2021;17:22:22;8;6;05.12.2021 17:20;05.12.2021 17:22;116
693;693;693;705;8011;40;1353;feed part from magazin;200;12.05.2021;17:23:26;12.05.2021;17:23:28;6;63;05.12.2021 17:23;05.12.2021 17:23;116
694;694;694;706;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:23:47;12.05.2021;17:23:49;7;14;05.12.2021 17:23;05.12.2021 17:23;116
695;695;695;707;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:25:24;12.05.2021;17:25:37;5;1126;05.12.2021 17:25;05.12.2021 17:25;116
696;696;700;696;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:09:38;12.05.2021;17:09:52;5;0;05.12.2021 17:09;05.12.2021 17:09;117
697;697;701;697;8011;20;1353;feed part from magazin;200;12.05.2021;17:10:19;12.05.2021;17:10:20;11;27;05.12.2021 17:10;05.12.2021 17:10;117
698;698;696;674;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:22:26;12.05.2021;17:24:18;8;6;05.12.2021 17:22;05.12.2021 17:24;117
699;699;697;675;8011;40;1353;feed part from magazin;200;12.05.2021;17:25:55;12.05.2021;17:25:57;6;63;05.12.2021 17:25;05.12.2021 17:25;117
700;700;698;676;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:26:11;12.05.2021;17:26:13;7;14;05.12.2021 17:26;05.12.2021 17:26;117
701;701;699;677;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:27:31;12.05.2021;17:27:43;5;1126;05.12.2021 17:27;05.12.2021 17:27;117
702;702;702;702;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:11:04;12.05.2021;17:11:19;5;0;05.12.2021 17:11;05.12.2021 17:11;118
703;703;703;703;8011;20;1353;feed part from magazin;200;12.05.2021;17:11:45;12.05.2021;17:11:47;11;27;05.12.2021 17:11;05.12.2021 17:11;118
704;704;704;716;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:24:23;12.05.2021;17:26:15;8;6;05.12.2021 17:24;05.12.2021 17:26;118
705;705;705;717;8011;40;1353;feed part from magazin;200;12.05.2021;17:27:37;12.05.2021;17:27:40;6;63;05.12.2021 17:27;05.12.2021 17:27;118
706;706;706;718;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:27:55;12.05.2021;17:27:57;7;14;05.12.2021 17:27;05.12.2021 17:27;118
707;707;707;719;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:29:54;12.05.2021;17:30:06;5;1126;05.12.2021 17:29;05.12.2021 17:30;118
708;708;708;708;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:13:22;12.05.2021;17:13:38;5;0;05.12.2021 17:13;05.12.2021 17:13;119
709;709;709;709;8011;20;1353;feed part from magazin;200;12.05.2021;17:14:04;12.05.2021;17:14:06;11;27;05.12.2021 17:14;05.12.2021 17:14;119
710;710;710;710;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:26:24;12.05.2021;17:28:17;8;6;05.12.2021 17:26;05.12.2021 17:28;119
711;711;711;711;8011;40;1353;feed part from magazin;200;12.05.2021;17:29:04;12.05.2021;17:29:06;6;63;05.12.2021 17:29;05.12.2021 17:29;119
712;712;712;712;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:29:23;12.05.2021;17:29:25;7;14;05.12.2021 17:29;05.12.2021 17:29;119
713;713;713;713;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:31:02;12.05.2021;17:31:14;5;1126;05.12.2021 17:31;05.12.2021 17:31;119
714;714;718;714;8011;10;1353;release a defined part on stopper 1;212;12.05.2021;17:15:00;12.05.2021;17:15:16;5;0;05.12.2021 17:15;05.12.2021 17:15;120
715;715;719;715;8011;20;1353;feed part from magazin;200;12.05.2021;17:15:43;12.05.2021;17:15:45;11;27;05.12.2021 17:15;05.12.2021 17:15;120
716;716;714;698;8011;30;1353;assemble a PCB with fuse left and right ;304;12.05.2021;17:28:22;12.05.2021;17:30:14;8;6;05.12.2021 17:28;05.12.2021 17:30;120
717;717;715;699;8011;40;1353;feed part from magazin;200;12.05.2021;17:31:01;12.05.2021;17:31:03;6;63;05.12.2021 17:31;05.12.2021 17:31;120
718;718;716;700;8011;50;1353;pressing for time in seconds;110;12.05.2021;17:31:18;12.05.2021;17:31:21;7;14;05.12.2021 17:31;05.12.2021 17:31;120
719;719;717;701;8011;60;1353;store a part from stopper 2;211;12.05.2021;17:33:24;12.05.2021;17:33:36;5;1126;05.12.2021 17:33;05.12.2021 17:33;120
720;720;720;720;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:26:12;12.05.2021;17:26:26;5;0;05.12.2021 17:26;05.12.2021 17:26;121
721;721;721;721;8110;20;1354;feed part from magazin;200;12.05.2021;17:26:53;12.05.2021;17:26:55;11;27;05.12.2021 17:26;05.12.2021 17:26;121
722;722;722;722;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:30:36;12.05.2021;17:33:32;8;6;05.12.2021 17:30;05.12.2021 17:33;121
723;723;723;723;8110;40;1354;feed part from magazin;200;12.05.2021;17:34:21;12.05.2021;17:34:23;6;63;05.12.2021 17:34;05.12.2021 17:34;121
724;724;724;724;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:34:38;12.05.2021;17:34:40;7;14;05.12.2021 17:34;05.12.2021 17:34;121
725;725;725;725;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:36:32;12.05.2021;17:36:45;5;1126;05.12.2021 17:36;05.12.2021 17:36;121
726;726;726;726;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:26:30;12.05.2021;17:26:42;5;0;05.12.2021 17:26;05.12.2021 17:26;122
727;727;727;727;8110;20;1354;feed part from magazin;200;12.05.2021;17:27:09;12.05.2021;17:27:11;11;27;05.12.2021 17:27;05.12.2021 17:27;122
728;728;728;728;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:33:36;12.05.2021;17:35:07;8;6;05.12.2021 17:33;05.12.2021 17:35;122
729;729;729;729;8110;40;1354;feed part from magazin;200;12.05.2021;17:35:59;12.05.2021;17:36:01;6;63;05.12.2021 17:35;05.12.2021 17:36;122
730;730;730;730;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:36:20;12.05.2021;17:36:22;7;14;05.12.2021 17:36;05.12.2021 17:36;122
731;731;731;731;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:37:49;12.05.2021;17:38:02;5;1126;05.12.2021 17:37;05.12.2021 17:38;122
732;732;732;732;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:27:48;12.05.2021;17:28:02;5;0;05.12.2021 17:27;05.12.2021 17:28;123
733;733;733;733;8110;20;1354;feed part from magazin;200;12.05.2021;17:28:29;12.05.2021;17:28:31;11;27;05.12.2021 17:28;05.12.2021 17:28;123
734;734;734;734;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:35:11;12.05.2021;17:36:41;8;6;05.12.2021 17:35;05.12.2021 17:36;123
735;735;735;735;8110;40;1354;feed part from magazin;200;12.05.2021;17:38:05;12.05.2021;17:38:07;6;63;05.12.2021 17:38;05.12.2021 17:38;123
736;736;736;736;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:38:28;12.05.2021;17:38:31;7;14;05.12.2021 17:38;05.12.2021 17:38;123
737;737;737;737;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:40:23;12.05.2021;17:40:36;5;1126;05.12.2021 17:40;05.12.2021 17:40;123
738;738;738;738;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:28:05;12.05.2021;17:28:19;5;0;05.12.2021 17:28;05.12.2021 17:28;124
739;739;739;739;8110;20;1354;feed part from magazin;200;12.05.2021;17:28:46;12.05.2021;17:28:48;11;27;05.12.2021 17:28;05.12.2021 17:28;124
740;740;740;764;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:36:46;12.05.2021;17:38:17;8;6;05.12.2021 17:36;05.12.2021 17:38;124
741;741;741;765;8110;40;1354;feed part from magazin;200;12.05.2021;17:39:16;12.05.2021;17:39:18;6;63;05.12.2021 17:39;05.12.2021 17:39;124
742;742;742;766;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:39:35;12.05.2021;17:39:38;7;14;05.12.2021 17:39;05.12.2021 17:39;124
743;743;743;767;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:40:55;12.05.2021;17:41:09;5;1126;05.12.2021 17:40;05.12.2021 17:41;124
744;744;744;744;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:28:23;12.05.2021;17:28:36;5;0;05.12.2021 17:28;05.12.2021 17:28;125
745;745;745;745;8110;20;1354;feed part from magazin;200;12.05.2021;17:29:03;12.05.2021;17:29:05;11;27;05.12.2021 17:29;05.12.2021 17:29;125
746;746;746;752;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:38:24;12.05.2021;17:39:54;8;6;05.12.2021 17:38;05.12.2021 17:39;125
747;747;747;753;8110;40;1354;feed part from magazin;200;12.05.2021;17:40:36;12.05.2021;17:40:38;6;63;05.12.2021 17:40;05.12.2021 17:40;125
748;748;748;754;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:41:00;12.05.2021;17:41:03;7;14;05.12.2021 17:41;05.12.2021 17:41;125
749;749;749;755;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:42:53;12.05.2021;17:43:06;5;1126;05.12.2021 17:42;05.12.2021 17:43;125
750;750;750;750;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:28:40;12.05.2021;17:28:54;5;0;05.12.2021 17:28;05.12.2021 17:28;126
751;751;751;751;8110;20;1354;feed part from magazin;200;12.05.2021;17:29:21;12.05.2021;17:29:23;11;27;05.12.2021 17:29;05.12.2021 17:29;126
752;752;752;758;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:40:13;12.05.2021;17:42:22;8;6;05.12.2021 17:40;05.12.2021 17:42;126
753;753;753;759;8110;40;1354;feed part from magazin;200;12.05.2021;17:43:38;12.05.2021;17:43:40;6;63;05.12.2021 17:43;05.12.2021 17:43;126
754;754;754;760;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:43:56;12.05.2021;17:43:58;7;14;05.12.2021 17:43;05.12.2021 17:43;126
755;755;755;761;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:46:16;12.05.2021;17:46:28;5;1126;05.12.2021 17:46;05.12.2021 17:46;126
756;756;760;756;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:29:16;12.05.2021;17:29:29;5;0;05.12.2021 17:29;05.12.2021 17:29;127
757;757;761;757;8110;20;1354;feed part from magazin;200;12.05.2021;17:29:57;12.05.2021;17:29:58;11;27;05.12.2021 17:29;05.12.2021 17:29;127
758;758;756;740;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:42:26;12.05.2021;17:43:56;8;6;05.12.2021 17:42;05.12.2021 17:43;127
759;759;757;741;8110;40;1354;feed part from magazin;200;12.05.2021;17:45:24;12.05.2021;17:45:26;6;63;05.12.2021 17:45;05.12.2021 17:45;127
760;760;758;742;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:45:42;12.05.2021;17:45:44;7;14;05.12.2021 17:45;05.12.2021 17:45;127
761;761;759;743;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:48:18;12.05.2021;17:48:30;5;1126;05.12.2021 17:48;05.12.2021 17:48;127
762;762;766;762;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:31:39;12.05.2021;17:31:54;5;0;05.12.2021 17:31;05.12.2021 17:31;128
763;763;767;763;8110;20;1354;feed part from magazin;200;12.05.2021;17:32:20;12.05.2021;17:32:22;11;27;05.12.2021 17:32;05.12.2021 17:32;128
764;764;762;746;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:44:00;12.05.2021;17:45:32;8;6;05.12.2021 17:44;05.12.2021 17:45;128
765;765;763;747;8110;40;1354;feed part from magazin;200;12.05.2021;17:46:55;12.05.2021;17:46:57;6;63;05.12.2021 17:46;05.12.2021 17:46;128
766;766;764;748;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:47:10;12.05.2021;17:47:13;7;14;05.12.2021 17:47;05.12.2021 17:47;128
767;767;765;749;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:49:20;12.05.2021;17:49:32;5;1126;05.12.2021 17:49;05.12.2021 17:49;128
768;768;768;768;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:32:54;12.05.2021;17:33:09;5;0;05.12.2021 17:32;05.12.2021 17:33;129
769;769;769;769;8110;20;1354;feed part from magazin;200;12.05.2021;17:33:36;12.05.2021;17:33:37;11;27;05.12.2021 17:33;05.12.2021 17:33;129
770;770;770;776;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:45:36;12.05.2021;17:47:06;8;6;05.12.2021 17:45;05.12.2021 17:47;129
771;771;771;777;8110;40;1354;feed part from magazin;200;12.05.2021;17:48:17;12.05.2021;17:48:19;6;63;05.12.2021 17:48;05.12.2021 17:48;129
772;772;772;778;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:48:38;12.05.2021;17:48:40;7;14;05.12.2021 17:48;05.12.2021 17:48;129
773;773;773;779;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:50:19;12.05.2021;17:50:31;5;1126;05.12.2021 17:50;05.12.2021 17:50;129
774;774;778;774;8110;10;1354;release a defined part on stopper 1;212;12.05.2021;17:35:17;12.05.2021;17:35:32;5;0;05.12.2021 17:35;05.12.2021 17:35;130
775;775;779;775;8110;20;1354;feed part from magazin;200;12.05.2021;17:35:59;12.05.2021;17:36:00;11;27;05.12.2021 17:35;05.12.2021 17:36;130
776;776;774;770;8110;30;1354;assembly part with defined PCB;300;12.05.2021;17:47:30;12.05.2021;17:49:00;8;6;05.12.2021 17:47;05.12.2021 17:49;130
777;777;775;771;8110;40;1354;feed part from magazin;200;12.05.2021;17:49:59;12.05.2021;17:50:01;6;63;05.12.2021 17:49;05.12.2021 17:50;130
778;778;776;772;8110;50;1354;pressing for time in seconds;110;12.05.2021;17:50:21;12.05.2021;17:50:23;7;14;05.12.2021 17:50;05.12.2021 17:50;130
779;779;777;773;8110;60;1354;store a part from stopper 2;211;12.05.2021;17:51:55;12.05.2021;17:52:07;5;1126;05.12.2021 17:51;05.12.2021 17:52;130
780;780;780;780;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:45:45;12.05.2021;17:45:59;5;0;05.12.2021 17:45;05.12.2021 17:45;131
781;781;781;781;8111;20;1355;feed part from magazin;200;12.05.2021;17:46:26;12.05.2021;17:46:28;11;27;05.12.2021 17:46;05.12.2021 17:46;131
782;782;782;782;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:49:04;12.05.2021;17:50:44;8;6;05.12.2021 17:49;05.12.2021 17:50;131
783;783;783;783;8111;40;1355;feed part from magazin;200;12.05.2021;17:51:30;12.05.2021;17:51:32;6;63;05.12.2021 17:51;05.12.2021 17:51;131
784;784;784;784;8111;50;1355;pressing for time in seconds;110;12.05.2021;17:51:50;12.05.2021;17:51:52;7;14;05.12.2021 17:51;05.12.2021 17:51;131
785;785;785;785;8111;60;1355;store a part from stopper 2;211;12.05.2021;17:53:24;12.05.2021;17:53:36;5;1126;05.12.2021 17:53;05.12.2021 17:53;131
786;786;786;786;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:46:03;12.05.2021;17:46:15;5;0;05.12.2021 17:46;05.12.2021 17:46;132
787;787;787;787;8111;20;1355;feed part from magazin;200;12.05.2021;17:46:42;12.05.2021;17:46:43;11;27;05.12.2021 17:46;05.12.2021 17:46;132
788;788;788;788;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:50:48;12.05.2021;17:52:27;8;6;05.12.2021 17:50;05.12.2021 17:52;132
789;789;789;789;8111;40;1355;feed part from magazin;200;12.05.2021;17:53:09;12.05.2021;17:53:12;6;63;05.12.2021 17:53;05.12.2021 17:53;132
790;790;790;790;8111;50;1355;pressing for time in seconds;110;12.05.2021;17:53:25;12.05.2021;17:53:27;7;14;05.12.2021 17:53;05.12.2021 17:53;132
791;791;791;791;8111;60;1355;store a part from stopper 2;211;12.05.2021;17:55:33;12.05.2021;17:55:45;5;1126;05.12.2021 17:55;05.12.2021 17:55;132
792;792;792;792;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:46:29;12.05.2021;17:46:43;5;0;05.12.2021 17:46;05.12.2021 17:46;133
793;793;793;793;8111;20;1355;feed part from magazin;200;12.05.2021;17:47:10;12.05.2021;17:47:12;11;27;05.12.2021 17:47;05.12.2021 17:47;133
794;794;794;800;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:52:32;12.05.2021;17:54:12;8;6;05.12.2021 17:52;05.12.2021 17:54;133
795;795;795;801;8111;40;1355;feed part from magazin;200;12.05.2021;17:54:55;12.05.2021;17:54:57;6;63;05.12.2021 17:54;05.12.2021 17:54;133
796;796;796;802;8111;50;1355;pressing for time in seconds;110;12.05.2021;17:55:11;12.05.2021;17:55:13;7;14;05.12.2021 17:55;05.12.2021 17:55;133
797;797;797;803;8111;60;1355;store a part from stopper 2;211;12.05.2021;17:57:02;12.05.2021;17:57:15;5;1126;05.12.2021 17:57;05.12.2021 17:57;133
798;798;798;798;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:46:47;12.05.2021;17:47:00;5;0;05.12.2021 17:46;05.12.2021 17:47;134
799;799;799;799;8111;20;1355;feed part from magazin;200;12.05.2021;17:47:27;12.05.2021;17:47:28;11;27;05.12.2021 17:47;05.12.2021 17:47;134
800;800;800;812;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:54:16;12.05.2021;17:55:56;8;6;05.12.2021 17:54;05.12.2021 17:55;134
801;801;801;813;8111;40;1355;feed part from magazin;200;12.05.2021;17:57:00;12.05.2021;17:57:02;6;63;05.12.2021 17:57;05.12.2021 17:57;134
802;802;802;814;8111;50;1355;pressing for time in seconds;110;12.05.2021;17:57:19;12.05.2021;17:57:23;7;14;05.12.2021 17:57;05.12.2021 17:57;134
803;803;803;815;8111;60;1355;store a part from stopper 2;211;12.05.2021;17:58:59;12.05.2021;17:59:12;5;1126;05.12.2021 17:58;05.12.2021 17:59;134
804;804;808;804;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:47:04;12.05.2021;17:47:17;5;0;05.12.2021 17:47;05.12.2021 17:47;135
805;805;809;805;8111;20;1355;feed part from magazin;200;12.05.2021;17:47:45;12.05.2021;17:47:47;11;27;05.12.2021 17:47;05.12.2021 17:47;135
806;806;804;794;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:56:16;12.05.2021;17:58:48;8;6;05.12.2021 17:56;05.12.2021 17:58;135
807;807;805;795;8111;40;1355;feed part from magazin;200;12.05.2021;17:59:30;12.05.2021;17:59:32;6;63;05.12.2021 17:59;05.12.2021 17:59;135
808;808;806;796;8111;50;1355;pressing for time in seconds;110;12.05.2021;17:59:45;12.05.2021;17:59:48;7;14;05.12.2021 17:59;05.12.2021 17:59;135
809;809;807;797;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:01:26;12.05.2021;18:01:39;5;1126;05.12.2021 18:01;05.12.2021 18:01;135
810;810;810;810;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:48:37;12.05.2021;17:48:50;5;0;05.12.2021 17:48;05.12.2021 17:48;136
811;811;811;811;8111;20;1355;feed part from magazin;200;12.05.2021;17:49:17;12.05.2021;17:49:19;11;27;05.12.2021 17:49;05.12.2021 17:49;136
812;812;812;824;8111;30;1355;assembly part with defined PCB;300;12.05.2021;17:58:53;12.05.2021;18:01:06;8;6;05.12.2021 17:58;05.12.2021 18:01;136
813;813;813;825;8111;40;1355;feed part from magazin;200;12.05.2021;18:01:47;12.05.2021;18:01:49;6;63;05.12.2021 18:01;05.12.2021 18:01;136
814;814;814;826;8111;50;1355;pressing for time in seconds;110;12.05.2021;18:02:03;12.05.2021;18:02:05;7;14;05.12.2021 18:02;05.12.2021 18:02;136
815;815;815;827;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:03:40;12.05.2021;18:03:52;5;1126;05.12.2021 18:03;05.12.2021 18:03;136
816;816;820;816;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:50:32;12.05.2021;17:50:47;5;0;05.12.2021 17:50;05.12.2021 17:50;137
817;817;821;817;8111;20;1355;feed part from magazin;200;12.05.2021;17:51:14;12.05.2021;17:51:16;11;27;05.12.2021 17:51;05.12.2021 17:51;137
818;818;816;806;8111;30;1355;assembly part with defined PCB;300;12.05.2021;18:01:10;12.05.2021;18:02:48;8;6;05.12.2021 18:01;05.12.2021 18:02;137
819;819;817;807;8111;40;1355;feed part from magazin;200;12.05.2021;18:03:41;12.05.2021;18:03:44;6;63;05.12.2021 18:03;05.12.2021 18:03;137
820;820;818;808;8111;50;1355;pressing for time in seconds;110;12.05.2021;18:03:59;12.05.2021;18:04:02;7;14;05.12.2021 18:03;05.12.2021 18:04;137
821;821;819;809;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:05:37;12.05.2021;18:05:50;5;1126;05.12.2021 18:05;05.12.2021 18:05;137
822;822;826;822;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:51:13;12.05.2021;17:51:27;5;0;05.12.2021 17:51;05.12.2021 17:51;138
823;823;827;823;8111;20;1355;feed part from magazin;200;12.05.2021;17:51:55;12.05.2021;17:51:56;11;27;05.12.2021 17:51;05.12.2021 17:51;138
824;824;822;818;8111;30;1355;assembly part with defined PCB;300;12.05.2021;18:03:08;12.05.2021;18:04:46;8;6;05.12.2021 18:03;05.12.2021 18:04;138
825;825;823;819;8111;40;1355;feed part from magazin;200;12.05.2021;18:05:32;12.05.2021;18:05:34;6;63;05.12.2021 18:05;05.12.2021 18:05;138
826;826;824;820;8111;50;1355;pressing for time in seconds;110;12.05.2021;18:05:49;12.05.2021;18:05:52;7;14;05.12.2021 18:05;05.12.2021 18:05;138
827;827;825;821;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:07:39;12.05.2021;18:07:52;5;1126;05.12.2021 18:07;05.12.2021 18:07;138
828;828;828;828;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:52:08;12.05.2021;17:52:22;5;0;05.12.2021 17:52;05.12.2021 17:52;139
829;829;829;829;8111;20;1355;feed part from magazin;200;12.05.2021;17:52:49;12.05.2021;17:52:51;11;27;05.12.2021 17:52;05.12.2021 17:52;139
830;830;830;830;8111;30;1355;assembly part with defined PCB;300;12.05.2021;18:04:50;12.05.2021;18:06:29;8;6;05.12.2021 18:04;05.12.2021 18:06;139
831;831;831;831;8111;40;1355;feed part from magazin;200;12.05.2021;18:07:19;12.05.2021;18:07:21;6;63;05.12.2021 18:07;05.12.2021 18:07;139
832;832;832;832;8111;50;1355;pressing for time in seconds;110;12.05.2021;18:07:35;12.05.2021;18:07:37;7;14;05.12.2021 18:07;05.12.2021 18:07;139
833;833;833;833;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:10:02;12.05.2021;18:10:16;5;1126;05.12.2021 18:10;05.12.2021 18:10;139
834;834;834;834;8111;10;1355;release a defined part on stopper 1;212;12.05.2021;17:53:40;12.05.2021;17:53:56;5;0;05.12.2021 17:53;05.12.2021 17:53;140
835;835;835;835;8111;20;1355;feed part from magazin;200;12.05.2021;17:54:22;12.05.2021;17:54:24;11;27;05.12.2021 17:54;05.12.2021 17:54;140
836;836;836;836;8111;30;1355;assembly part with defined PCB;300;12.05.2021;18:06:33;12.05.2021;18:08:11;8;6;05.12.2021 18:06;05.12.2021 18:08;140
837;837;837;837;8111;40;1355;feed part from magazin;200;12.05.2021;18:08:54;12.05.2021;18:08:57;6;63;05.12.2021 18:08;05.12.2021 18:08;140
838;838;838;838;8111;50;1355;pressing for time in seconds;110;12.05.2021;18:09:10;12.05.2021;18:09:12;7;14;05.12.2021 18:09;05.12.2021 18:09;140
839;839;839;839;8111;60;1355;store a part from stopper 2;211;12.05.2021;18:10:32;12.05.2021;18:10:47;5;1126;05.12.2021 18:10;05.12.2021 18:10;140
840;840;840;840;8010;10;1356;release a defined part on stopper 1;212;12.05.2021;18:05:51;12.05.2021;18:06:05;5;0;05.12.2021 18:05;05.12.2021 18:06;141
841;841;841;841;8010;20;1356;feed part from magazin;200;12.05.2021;18:06:32;12.05.2021;18:06:34;11;27;05.12.2021 18:06;05.12.2021 18:06;141
842;842;842;842;8010;30;1356;assemble a PCB with one fuse left;302;12.05.2021;18:08:48;12.05.2021;18:11:05;8;6;05.12.2021 18:08;05.12.2021 18:11;141
